2024-2026 全球大学排名,,,,,,
学校中文名,学校英文名,国家/地区,QS 2026,USNews 2026,THE 2025,ARWU 2024
马赞达兰大学,University of Mazandaran,伊朗,-,1784,1201,-
密西西比大学医学中心,University of Mississippi Medical Center,美国,-,-,-,-
宫崎大学,University of Miyazaki,日本,-,2053,1501,-
莫哈格大学Ardabili,University of Mohaghegh Ardabili,伊朗,-,1499,1001,-
穆罕默德·布迪亚夫大学在姆西拉,University of Mohamed Boudiaf at M’Sila,阿尔及利亚,-,-,-,-
莫利塞大学,University of Molise,意大利,-,1967,-,-
蒙大拿大学,University of Montana,美国,-,911,-,-
黑山大学,University of Montenegro,黑山,-,2016,1501,-
迈索尔大学,University of Mysore,印度,-,-,1501,-
维也纳农业大学,"University of Natural Resources and Life Sciences, Vienna",奥地利,-,-,-,601
内布拉斯加大学医学中心,University of Nebraska Medical Center,美国,-,-,501,901
纳沙泰尔大学,University of Neuchatel,瑞士,-,1195,501,-
内华达大学-拉斯维加斯,University of Nevada - Las Vegas,美国,-,747,601,601
新奥尔良大学,University of New Orleans,美国,-,-,-,-
西英格兰大学,University of the West of England,英国,721-730,-,601,-
尼斯-索菲亚综合理工学院,University of Nice Sophia Antipolis,法国,-,-,-,-
尼科西亚大学,University of Nicosia,塞浦路斯,-,1573,501,-
尼日利亚大学,University of Nigeria,尼日利亚,-,1048,1201,-
尼什大学,University of Nis,塞尔维亚,-,1803,-,-
北卡罗来纳大学威尔明顿分校,University of North Carolina Wilmington,美国,-,1860,-,-
北达科他大学,University of North Dakota,美国,-,1495,-,-
北佛罗里达大学,University of North Florida,美国,-,2057,-,-
北不列颠哥伦比亚大学（UNBC）,University of Northern British Columbia (UNBC),加拿大,-,-,1001,-
日本职业与环境卫生大学,University of Occupational & Environmental Health - Japan,日本,-,1712,1001,-
俄克拉荷马大学健康科学中心,University of Oklahoma Health Sciences Center,美国,-,699,-,-
奥尔登堡大学,University of Oldenburg,德国,-,-,-,701
安大略大学技术学院,University of Ontario Institute Technology,加拿大,-,-,-,-
奥兰大学,University of Oran 1,阿尔及利亚,-,-,-,-
奥斯纳布吕克大学,University of Osnabrueck,德国,-,1441,-,-
西英格兰大学,University of West England,英国,-,1048,-,-
锡那罗亚自治大学,Universidad Autonoma de Sinaloa,墨西哥,-,1745,-,-
万神殿索邦大学-巴黎第一,University of Pantheon Sorbonne - Paris I,法国,-,-,-,-
巴黎第五大学,University of Paris Descartes (Paris 5),法国,-,-,-,-
巴黎北大学-巴黎十三世,University of Paris Nord - Paris XIII,法国,-,-,-,-
巴黎埃斯特·克雷泰伊大学,University of Paris-Est Creteil,法国,-,-,-,-
巴黎第十一大学,University of Paris-Sud (Paris 11),法国,-,-,-,-
帕绍大学,University of Passau,德国,-,-,501,-
帕索丰多大学 (UPF),University of Passo Fundo (UPF),巴西,-,-,1501,-
波城大学,University of Pau & Pays Adour,法国,-,2183,1501,-
帕维亚大学,University of Pavia,意大利,-,340,301,401
帕沃尔约瑟夫瑟法里大学,University of Pavol Jozef Safarik Kosice,斯洛伐克,-,1651,-,-
伯南布哥大学,University of Pernambuco,巴西,-,-,1501,-
皮卡第-朱尔斯-凡尔纳大学,University of Picardie-Jules-Verne,法国,-,-,-,-
波多黎各大学-马亚圭斯,University of Puerto Rico--Mayaguez,美国,-,1741,-,-
波多黎各大学-医学院,University of Puerto Rico--Medical Sciences Campus,美国,-,2105,-,-
魁北克大学蒙特利尔分校,University of Quebec Montreal,加拿大,-,847,-,801
兰斯大学香槟阿丁,University of Reims Champagne-Ardenne,法国,-,1646,-,-
罗汉普顿大学,University of Roehampton,英国,-,2083,801,-
罗马第二大学,University of Roma - Tor Vergata,意大利,-,392,301,401
罗马第三大学,University of Rome III,意大利,-,-,801,-
鲁昂大学,University of Rouen,法国,-,-,-,-
热舒夫大学,University of Rzeszow,波兰,-,1803,-,-
萨勒诺大学,University of Salerno,意大利,-,613,501,801
萨尔茨堡大学,University of Salzburg,奥地利,-,1111,-,801
圣尼奥大学,University of Sannio,意大利,-,1534,801,-
萨戈达大学,University of Sargodha,巴基斯坦,-,1425,1001,-
萨萨里大学,University of Sassari,意大利,-,1238,601,-
萨瓦大学,University of Savoie,法国,-,-,-,-
奥兰·穆罕默德·布迪阿夫科技大学,University of Science and Technology of Oran Mohamed-Boudiaf,阿尔及利亚,-,-,1501,-
科学技术大学瓦里布美丁,University of Sciences and Technology Houari Boumediene,阿尔及利亚,-,-,1501,-
上海理工大学,University of Shanghai for Science,中国,-,696,1201,301
静冈县立大学,University of Shizuoka,日本,-,-,1501,-
西里西亚大学,University of Silesia,波兰,-,-,-,-
锡斯坦－俾路支斯坦大学,University of Sistan and Baluchestan,伊朗,-,-,1501,-
社会福利与康复科学大学,University of Social Welfare and Rehabilitation Sciences,伊朗,-,-,1201,-
苏斯大学,University of Sousse,突尼斯,-,-,1501,-
南澳大利亚大学,University of South Australia,澳大利亚,-,424,301,401
华南大学,University of South China,中国,-,1659,-,801
南达科他大学,University of South Dakota,美国,-,1712,1001,-
南威尔士大学,University of South Wales,英国,-,-,1201,-
东南挪威大学,University of South-Eastern Norway,挪威,-,1476,-,-
南密西西比大学,University of Southern Mississippi,美国,-,1724,-,-
圣加仑大学,University of St Gallen,瑞士,-,1018,351,-
锡那罗亚自治大学,Autonomous University of Sinaloa,墨西哥,-,-,1201,-
贡比涅理工大学,University of Technology of Compiegne,法国,-,-,1201,-
特鲁瓦工业大学,University of Technology of Troyes,法国,-,-,1201,-
伊拉克科技大学,University of Technology- Iraq,伊拉克,-,1402,-,-
田纳西大学健康科学中心,University of Tennessee Health Science Center,美国,-,572,-,701
德克萨斯大学医学分校-加尔维斯顿,University of Texas Medical Branch--Galveston,美国,-,676,-,-
德克萨斯大学里奥格兰德河谷分校,University of Texas Rio Grande Valley,美国,-,966,1201,801
德克萨斯大学西南医学中心,University of Texas Southwestern Medical Center--Dallas,美国,-,103,-,54
伊拉克科技大学,"University of Technology, Iraq",伊拉克,-,-,1001,-
委内瑞拉安第斯大学,"University of the Andes, Venezuela",委内瑞拉,-,-,1501,-
巴利阿里群岛大学,University of the Balearic Islands,西班牙,-,-,801,601
巴斯克大学,University of the Basque Country,西班牙,-,487,601,301
菲律宾大学Diliman,University of the Philippines Diliman,菲律宾,-,1456,-,-
共和国大学-乌拉圭,University of the Republic - Uruguay,乌拉圭,-,-,-,-
琉球大学,University of the Ryukyus,日本,-,1724,1501,-
锡诺斯谷大学,University of the Sinos Valley,巴西,-,-,-,-
南太平洋大学,University of the South Pacific,斐济,-,-,801,-
阳光海岸大学,University of the Sunshine Coast,澳大利亚,-,1048,601,701
苏格兰西部大学,University of the West of Scotland,英国,-,-,601,-
阿瓦兹大学,​Shahid Chamran University of Ahvaz,伊朗,-,1573,1201,-
阿卜杜勒·瓦利汗大学·马尔丹,Abdul Wali Khan University Mardan,巴基斯坦,-,653,801,901
埃博学术大学,Abo Akad University,芬兰,-,-,-,-
Y.A.院士布克托夫卡拉干达大学,Academician Y.A. Buketov Karaganda University,哈萨克斯坦,-,-,-,-
阿查里雅龙树大学,Acharya Nagarjuna University,印度,-,-,1501,-
阿奇巴德姆大学,Acıbadem University,土耳其,-,2062,1501,-
阿迪亚曼大学,Adiyaman University,土耳其,-,2115,-,-
AGH科技大学,AGH University of Science & Technology,波兰,-,-,-,-
雅典农业大学,Agricultural University of Athens,希腊,-,1463,-,-
雷恩国立农学及食品研究高等教育学院,Agrocampus Ouest,法国,-,-,-,-
农业巴黎科技,AgroParisTech,法国,-,653,-,-
阿瓦兹容迪沙普尔医科大学,Ahvaz Jundishapur University of Medical Sciences (AJUMS),伊朗,-,1534,-,-
爱知医科大学,Aichi Medical University,日本,-,2048,1201,-
空军军医大学,Air Force Medical University,中国,-,1098,-,601
秋田大学,Akita University,日本,-,2201,1501,-
阿克萨赖大学,Aksaray University,土耳其,-,-,1501,-
阿卡威恩大学伊夫兰大学,Al Akhawayn University Ifrane,摩洛哥,-,-,-,-
阿拉加帕大学,Alagappa University,印度,-,1435,801,-
奥尔巴尼医学院,Albany Medical College,美国,-,1618,-,-
阿尔伯特爱因斯坦医学院,Albert Einstein College of Medicine,美国,-,-,-,301
全印度医学科学研究所,All India Institute of Medical Sciences,印度,-,897,-,-
阿尔扎赫拉大学,Alzahra University,伊朗,-,2236,1501,-
东皮埃蒙特,Amedeo Avogadro University of Eastern Piedmont,意大利,-,-,801,-
阿默斯特学院,Amherst College,美国,-,-,-,901
安得拉大学,Andhra University,印度,-,-,-,-
安格利亚鲁斯金大学,Anglia Ruskin University,英国,-,772,501,-
安徽农业大学,Anhui Agricultural University,中国,-,1514,-,801
安徽医科大学,Anhui Medical University,中国,-,1105,-,501
安徽师范大学,Anhui Normal University,中国,-,1476,-,-
安徽大学,Anhui University,中国,-,877,-,301
安徽工业大学,Anhui University of Technology,中国,-,1354,-,-
安纳玛莱大学,Annamalai University,印度,-,1902,-,-
阿巴拉契亚州立大学,Appalachian State University,美国,-,2161,-,-
阿拉伯海湾大学,Arabian Gulf University,巴林,-,-,501,-
阿拉克大学,Arak University,伊朗,-,-,1501,-
阿里尔大学,Ariel University,以色列,-,1712,1201,-
陆军医科大学,Army Medical University,中国,-,1151,-,701
埃米尔艺术技术学院,Arts et Métiers,法国,-,1967,801,-
雅典医学院,Athens Medical School,希腊,-,-,-,-
阿兹蒙大学,Atılım University,土耳其,-,2087,1501,-
南哈萨克斯坦大学,Auezov South Kazakhstan University (SKU),哈萨克斯坦,-,-,-,-
奥古斯塔大学,Augusta University,美国,-,1032,-,901
莱昂自治大学,Autonomous University of Nuevo León,墨西哥,-,-,-,-
伊斯廷耶大学,Istinye University,土耳其,-,1463,-,-
墨西哥州自治大学,Autonomous University of the State of Mexico,墨西哥,-,-,-,-
阿维尼翁大学,Avignon Université,法国,-,1637,-,-
阿扎拜疆·沙希德·马达尼大学,Azarbaijan Shahid Madani University,伊朗,-,1752,1001,-
巴博尔科技大学,Babol Noshirvani University of Technology,伊朗,-,1022,501,-
巴吉莫赫塔尔大学——安纳巴,Badji Mokhtar University – Annaba,阿尔及利亚,-,-,1501,-
巴赫塞希尔大学,Bahçeşehir University,土耳其,-,1040,801,-
球州立大学,Ball State University,美国,-,1484,-,-
巴纳斯塔利大学,Banasthali University,印度,-,-,-,-
孟加拉国农业大学 (BAU),Bangladesh Agricultural University (BAU),孟加拉国,-,1476,1001,-
巴奇亚拉医科大学（BMSU）,Baqiyatallah University of Medical Sciences (BMSU),伊朗,-,1953,601,-
巴什基尔州立大学,Bashkir State University,俄国,-,-,-,-
巴什肯特大学,Başkent University,土耳其,-,2148,1501,-
贝勒医学院,Baylor College of Medicine,美国,-,131,-,201
北京林业大学,Beijing Forestry University,中国,-,676,-,701
别尔哥罗德州立国立研究大学,Belgorod State National Research University,俄国,-,-,1501,-
贝兹米勒瓦基夫大学,Bezmiâlem Vakif University,土耳其,-,-,1501,-
巴拉蒂亚大学,Bharathiar University,印度,-,1700,801,-
巴拉地达山大学,Bharathidasan University,印度,-,1635,1201,-
Blida 1 University,Blida 1 University,阿尔及利亚,-,-,1501,-
博科尼大学,Bocconi University,意大利,-,550,-,-
渤海大学,Bohai University,中国,-,956,-,-
博伊西州立大学,Boise State University,美国,-,1534,-,-
博卢阿邦特·伊士德·贝萨尔大学,Bolu Abant Izzet Baysal University,土耳其,-,2117,1501,-
鲍灵格林州立大学,Bowling Green State University,美国,-,1521,1001,-
勃兰登堡理工大学科特布斯,Brandenburg University of Technology Cottbus,德国,-,1441,-,-
不伦瑞克工业大学,Braunschweig University of Technology,德国,-,979,-,-
布莱顿和苏塞克斯医学院,Brighton and Sussex Medical School,英国,-,-,-,-
布阿里新浪大学,Bu Ali Sina University,伊朗,-,1608,1201,-
布加勒斯特经济研究大学,Bucharest University of Economic Studies,罗马尼亚,-,1048,801,-
布拉法大学,Burapha University,泰国,-,-,1501,-
布尔萨乌鲁达大学,Bursa Uludağ University,土耳其,-,-,1501,-
加州州立大学弗雷斯诺分校,California State University--Fresno,美国,-,1706,-,-
加州州立大学富尔顿分校,California State University--Fullerton,美国,-,1028,-,-
加州州立大学-长滩,California State University--Long Beach,美国,-,1818,-,-
加州州立大学诺斯里奇分校,California State University--Northridge,美国,-,1542,-,-
詹卡亚大学,Cankaya University,土耳其,-,267,801,-
首都医科大学,Capital Medical University,中国,-,613,601,201
首都师范大学,Capital Normal University,中国,-,1284,-,801
加的夫都市大学,Cardiff Metropolitan University,英国,-,-,1001,-
卡尔·冯·奥斯西茨基大学,Carl von Ossietzky Universitat Oldenburg,德国,-,1060,-,-
卡洛斯三世马德里大学,Carlos III University of Madrid,西班牙,-,951,801,901
布加勒斯特卡罗尔达维拉医药大学,Carol Davila University of Medicine & Pharmacy,罗马尼亚,-,806,801,-
大邱天主教大学,Catholic University of Daegu,韩国,-,-,-,-
鲁汶大学（法语）,Catholic University of Louvain,比利时,-,-,-,-
天主教圣心大学,Catholic University of Sacred Heart,意大利,-,-,-,401
科尔多瓦天主教堂,Católica de Córdoba,阿根廷,-,-,-,-
塞阿拉州立大学,Ceará State University,巴西,-,-,1501,-
华中师范大学,Central China Normal University,中国,-,394,-,501
中央财经大学,Central University of Finance and Economics,中国,-,1125,-,-
里尔中央大学,Centrale Lille,法国,-,-,-,-
南特中央理工学院,Centrale Nantes,法国,-,-,501,-
中央理工-高等电力学院,CentraleSupelec,法国,-,-,-,-
卢瓦尔河谷中心（ComUE）,Centre-Val de Loire (ComUE),法国,-,-,-,-
伊斯廷耶大学,İstinye University,土耳其,-,-,1001,-
长庚科技大学,Chang Gung University of Science and Technology,中国台湾,-,-,1501,-
长安大学,Chang'an University,中国,-,731,-,701
长沙科技大学,Changsha University of Science & Technology,中国,-,514,801,901
常州大学,Changzhou University,中国,-,1314,1201,501
查普曼大学,Chapman University,美国,-,1414,-,-
夏绿特-柏林医学部,Charité - Universitätsmedizin Berlin,德国,-,-,93,-
开姆尼茨理工大学,Technische Universitat Chemnitz,德国,-,1642,-,-
成都大学,Chengdu University,中国,-,645,801,801
千叶工业大学,Chiba Institute of Technology,日本,-,-,1501,-
中国吉良大学,China Jiliang University,中国,-,1745,-,-
中国医科大学,China Medical University,中国,-,1084,-,701
中国医药大学,China Medical University (Taichung),中国台湾,-,314,301,401
中国药科大学,China Pharmaceutical University,中国,-,847,801,801
中国三峡大学,China Three Gorges University,中国,-,1612,-,-
中国地质大学（北京）,China University of Geosciences (Beijing),中国,-,-,-,301
中国矿业大学（北京）,China University of Mining and Technology (Beijing),中国,-,-,-,601
中国石油大学（北京）,China University of Petroleum (Beijing),中国,-,-,501,601
重庆医科大学,Chongqing Medical University,中国,-,1243,-,501
重庆邮电大学,Chongqing University of Posts & Telecommunications,中国,-,966,-,701
朝鲜大学,Chosun University,韩国,-,2079,1201,-
基督教医学院和医院（CMCH）韦洛尔,Christian Medical College & Hospital (CMCH) Vellore,印度,-,1093,-,-
中部大学,Chubu University,日本,-,-,1501,-
中安大学,Chung Ang University,韩国,-,1048,-,-
中山医科大学,Chung Shan Medical University,中国台湾,-,2126,1501,-
印度尼西亚伊斯兰大学,Islamic University of Indonesia (Universitas Islam Indonesia),印度尼西亚,1401,-,-,-
伦敦大学城市学院,City University London,英国,-,-,351,-
纽约城市大学-巴鲁学院,City University New York - Baruch College,美国,-,-,-,-
科钦科技大学,Cochin University of Science and Technology,印度,-,2150,1201,-
法兰西学院,College de France,法国,-,-,-,-
查尔斯顿学院,College of Charleston,美国,-,-,1501,-
阿基坦大学,Communaute d'Universites et Etablissements d'Aquitaine (ComUE),法国,-,-,-,-
国家工艺美术学院（CNAM）,Conservatoire National des Arts et Métiers (CNAM),法国,-,1414,-,-
哥本哈根商学院,Copenhagen Business School,丹麦,-,601,-,701
布达佩斯科维努斯大学,Corvinus University of Budapest,匈牙利,-,-,-,-
圣约大学,Covenant University,尼日利亚,-,-,801,-
克兰菲尔德大学,Cranfield University,英国,-,817,-,801
克雷顿大学,Creighton University,美国,-,1526,-,-
纽约城市大学研究生院和大学中心,CUNY Graduate School and University Center,美国,-,-,-,401
纽约城市大学亨特学院,CUNY Hunter College,美国,-,1704,-,-
CUNY--研究生中心,CUNY--Graduate Center,美国,-,-,-,-
纽约市立大学亨特学院,CUNY--Hunter College,美国,-,-,-,-
科廷科技大学,Curtin University of Technology,澳大利亚,-,-,-,-
大邱大学,Daegu University,南韩,-,-,-,-
大连海事大学,Dalian Maritime University,中国,-,769,-,601
大连医科大学,Dalian Medical University,中国,-,1550,-,901
当汉大学,Damghan University,伊朗,-,-,1501,-
德里科技大学,Delhi Technological University,印度,-,1784,801,-
色雷斯德cri克利特大学,Democritus University of Thrace,希腊,-,1507,1001,-
德保罗大学,DePaul University,美国,-,1845,-,-
迪克大学,Dicle University,土耳其,-,-,1501,-
迭戈波塔莱斯大学,Diego Portales University,智利,-,-,1201,-
独协医科大学,Dokkyo Medical University,日本,-,-,1501,-
独协大学,Dokkyo University,日本,-,-,-,-
唐州立技术大学,Don State Technical University,俄国,-,-,1501,-
东亚大学,Dong A University,韩国,-,2186,-,-
多特蒙德工业大学,Technical University of Dortmund,德国,673,755,401,701
B.R. 博士Ambedkar 国立技术学院贾朗达尔,Dr B.R. Ambedkar National Institute of Technology Jalandhar,印度,-,-,1001,-
杜克-新加坡国立大学医学院,Duke-NUS Medical School,新加坡,-,-,-,601
杜姆皮纳尔大学,Dumlupinar University,土耳其,-,-,1501,-
加拉蒂乔斯大学的 Dunarea,Dunarea de Jos University of Galati,罗马尼亚,-,-,1501,-
杜肯大学,Duquesne University,美国,-,1895,-,-
德班工业大学,Durban University of Technology,南非,-,1456,1201,-
杜兹大学,Duzce University,土耳其,-,1803,1201,-
东卡罗来纳大学,East Carolina University,美国,-,1337,-,-
东田纳西州立大学,East Tennessee State University,美国,-,1849,-,-
印度尼西亚伊斯兰大学,Islamic University of Indonesia,印度尼西亚,-,-,1501,-
东弗吉尼亚医学院,Eastern Virginia Medical School,美国,-,-,-,-
里昂中央理工学院,Central School of Lyon,法国,-,-,601,-
巴黎高等技术学校-加拿大,Ecole de Technologie Superieure - Canada,加拿大,-,1271,-,-
法国社会科学高等专科学校（EHESS）,École des Hautes Études en Sciences Sociales (EHESS),法国,-,-,-,-
国立圣艾蒂安高等矿业学校,École des Mines de Saint-Étienne,法国,-,-,601,-
巴黎高科桥梁学院,Ecole des Ponts ParisTech,法国,-,-,501,-
蒙彼利埃国立化学学院,Ecole nationale superieure de chimie de Montpellier,法国,-,1428,-,-
法国巴黎高等国立高等学校,Ecole Nationale Superieure de Chimie de Paris,法国,-,-,-,-
卡尚高等师范学校,Ecole Normale Super Cachan,法国,-,-,-,-
巴黎高等师范学校,Ecole Normale Superieure - Paris,法国,-,-,-,-
巴黎综合理工学院,Ecole Polytechnique,法国,-,-,-,-
巴黎高等练习学校,Ecole Pratique des Hautes Etudes,法国,-,-,-,-
巴黎市工业物理与化学高级学院,Ecole Superieure de Physique et de Chimie Industrielles de la Ville de Paris,法国,-,-,-,-
边山大学,Edge Hill University,英国,-,2079,1001,-
埃格大学,Ege University,土耳其,-,1212,1201,901
爱媛大学,Ehime University,日本,-,1489,1501,-
安德里 - 里德尔航空大学,Embry-Riddle Aeronautical University,美国,-,1176,-,-
来自里昂的ENS,ENS De Lyon,法国,-,-,-,-
巴黎萨克雷高师,ENS Paris-Saclay,法国,-,-,-,-
埃奇耶斯大学,Erciyes University,土耳其,-,1279,1201,-
格赖夫斯瓦尔德大学恩斯特·莫里茨·阿恩特大学,Ernst Moritz Arndt Universitat Greifswald,德国,-,-,-,-
埃尔津坎·比纳利·耶尔丁大学,Erzincan Binali Yıldırım University,土耳其,-,2087,1501,-
尔津坎大学,Erzincan University,土耳其,-,-,-,-
埃斯基谢希尔·奥斯曼加齐大学,Eskisehir Osmangazi University,土耳其,-,1945,1501,-
巴黎工业物理化学学校,ESPCI ParisTech,法国,-,-,-,-
爱沙尼亚生命科学大学,Estonian University of Life Sciences,爱沙尼亚,-,1428,-,-
欧洲大学学院,European University Institute,意大利,-,741,-,-
法尤姆大学,Fayoum University,埃及,-,901,1001,-
伯南布哥联邦农村大学,Federal Rural University of Pernambuco,巴西,-,1939,1501,-
半干旱地区联邦农村大学,Federal Rural University of the Semi-Arid Region,巴西,-,-,-,-
ABC联邦大学（UFABC）,Federal University of ABC (UFABC),巴西,-,1098,1201,-
阿拉戈斯联邦大学,Federal University of Alagoas,巴西,-,1963,-,-
圣埃斯皮里图联邦大学,Federal University of Espírito Santo,巴西,-,1555,1501,-
戈亚斯联邦大学,Federal University of Goiás,巴西,-,1243,1501,901
阿雷格里港联邦健康科学大学 (UFCSPA),Universidade Federal de Ciências da Saúde de Porto Alegre (UFCSPA),巴西,-,-,1501,-
Itajubá联邦大学,Federal University of Itajubá,巴西,-,-,1501,-
Juiz de Fora联邦大学（UFJF）,Federal University of Juiz de Fora (UFJF),巴西,-,1346,1501,-
拉夫拉斯联邦大学,Federal University of Lavras,巴西,-,1499,1201,-
马拉尼昂联邦大学 (UFMA),Universidade Federal do Maranhão (UFMA),巴西,-,2037,1501,-
南马托格罗索联邦大学,Federal University of Mato Grosso do Sul,巴西,-,1730,1501,-
欧鲁普雷图联邦大学,Federal University of Ouro Preto,巴西,-,2057,-,-
帕拉联邦大学,Federal University of Pará,巴西,-,1568,1501,-
巴拉那巴联邦大学（UFPB）,Federal University of Paraí­ba (UFPB),巴西,-,-,-,-
佩勒塔斯联邦大学,Federal University of Pelotas,巴西,-,1212,1501,901
皮奥伊联邦大学,Federal University of Piauí,巴西,-,1917,-,-
塞尔希佩联邦大学,Universidade Federal de Sergipe,巴西,-,1704,1501,-
联邦理工大学–巴拉那州,Federal University of Technology – Paraná,巴西,-,-,-,-
托坎廷斯联邦大学,Federal University of Tocantins,巴西,-,-,-,-
图卢兹联邦大学南部 - 比利牛斯大学,Federal University of Toulouse Midi-Pyrénées,法国,-,-,-,-
Jequitinhonha 和穆库里山谷联邦大学,Federal University of Vales do Jequitinhonha e Mucuri,巴西,-,-,-,-
澳大利亚联邦大学,Federation University Australia,澳大利亚,-,989,401,-
费哈特阿巴斯塞提夫大学1,Ferhat Abbas Sétif University 1,阿尔及利亚,-,-,1501,-
菲拉特大学,Firat University,土耳其,-,1048,1201,-
佛罗里达农业机械大学,Florida Agricultural and Mechanical University,美国,-,1582,1001,-
佛罗里达理工学院,Florida Institute of Technology,美国,-,1284,801,-
佛山大学,Foshan University,中国,-,873,-,-
第四军医大学,Fourth Military Medical University,中国,-,-,-,-
弗里德里希·席勒-耶拿大学,Friedrich Schiller University Jena,德国,-,394,201,-
福建农林大学,Fujian Agriculture and Forestry University,中国,-,667,1001,601
福建医科大学,Fujian Medical University,中国,-,1767,-,501
福建师范大学,Fujian Normal University,中国,-,790,-,601
藤田保健大学,Fujita Health University,日本,-,1489,1001,-
福冈大学,Fukuoka University,日本,-,1730,-,-
福岛医科大学,Fukushima Medical University,日本,-,2177,-,-
福州大学,Fuzhou University,中国,-,383,601,201
基耶地-佩斯卡拉大学,G d'Annunzio University of Chieti-Pescara,意大利,-,1131,-,-
加布里埃尔·德·安农齐奥大学,Gabriele d‘Annunzio University,意大利,-,-,801,-
嘉川大学,Gachon University,韩国,-,1253,601,801
加查马达大学,Gadjah Mada University,印度尼西亚,-,1330,-,-
加济安泰普大学,Gaziantep University,土耳其,-,1779,1501,-
加齐奥斯曼帕萨大学,Gaziosmanpasa University,土耳其,-,2004,-,-
乔治亚南方大学,Georgia Southern University,美国,-,1573,1501,-
罗马尼亚雅西技术大学,GH Asachi Technical University,罗马尼亚,-,1967,-,-
雅西 Gheorghe Asachi 技术大学,Gheorghe Asachi Technical University of Iaşi,罗马尼亚,-,-,1501,-
吉塔姆大学,GITAM University,印度,-,-,1501,-
拉合尔政府学院大学,Government College University Lahore,巴基斯坦,-,1330,1001,-
政府学院女子大学费萨拉巴德,Government College Women University Faisalabad,巴基斯坦,-,-,-,-
大谷州立大学,Grand Valley State University,美国,-,-,1501,-
格赖夫斯瓦尔德医学院,Greifswald Medical School,德国,-,-,-,-
格勒诺布尔技术学院,Grenoble Institute of Technology,法国,-,588,-,-
雅西格里戈雷.T.波帕医药大学,Grigore T Popa University of Medicine & Pharmacy,罗马尼亚,-,-,1501,-
广东医科大学,Guangdong Medical University,中国,-,1860,-,-
广东工业大学,Guangdong University of Technology,中国,-,473,601,301
广西师范大学,Guangxi Normal University,中国,-,1582,-,-
广西大学,Guangxi University,中国,-,868,-,301
广州医科大学,Guangzhou Medical University,中国,-,901,801,401
广州大学,Guangzhou University,中国,-,454,601,401
广州中医药大学,Guangzhou University of Chinese Medicine,中国,-,1337,-,901
古布金俄罗斯国立石油天然气大学,Gubkin Russian State University of Oil and Gas,俄国,-,-,1501,-
桂林电子科技大学,Guilin University of Electronic Technology,中国,-,1499,-,901
贵州大学,Guizhou University,中国,-,913,-,501
贾姆比什瓦尔科技大学,Guru Jambheshwar University of Science and Technology,印度,-,-,1201,-
纳纳克发展大学,Guru Nanak Dev University,印度,-,1573,-,-
庆尚国立大学,Gyeongsang National University,韩国,-,1330,1201,901
海南大学,Hainan University,中国,-,664,-,401
哈基姆·萨布泽瓦里大学,Hakim Sabzevari University,伊朗,-,-,1001,-
滨松大学医学院,Hamamatsu University School of Medicine,日本,-,1910,1001,-
汉堡理工大学,Hamburg University of Technology,德国,-,1387,501,-
杭州电子科技大学,Hangzhou Dianzi University,中国,-,1435,-,501
杭州师范大学,Hangzhou Normal University,中国,-,633,1001,801
韩国大学外国语系,Hankuk University Foreign Studies,韩国,-,1933,-,-
汉诺威医学院,Hannover Medical School,德国,-,411,-,401
哈尔滨医科大学,Harbin Medical University,中国,-,959,-,701
哈科皮奥大学,Harokopio University,希腊,-,-,601,-
哈弗福德学院,Haverford College,美国,-,-,-,-
哈扎拉大学曼塞拉,Hazara University Mansehra,巴基斯坦,-,-,1001,-
河北医科大学,Hebei Medical University,中国,-,2005,-,801
河北工业大学,Hebei University of Technology,中国,-,1125,-,501
合肥工业大学,Hefei University of Technology,中国,-,743,-,401
黑龙江大学,Heilongjiang University,中国,-,1337,-,801
希腊开放大学,Hellenic Open University,希腊,-,-,1501,-
河南师范大学,Henan Normal University,中国,-,1271,-,601
河南理工大学,Henan Polytechnic University,中国,-,1048,-,901
河南大学,Henan University,中国,-,763,-,401
河南工业大学,Henan University of Technology,中国,-,1635,-,-
赫萨姆大学,heSam Universite,法国,-,-,-,-
高等经济学院,Higher School of Economics,俄国,-,-,-,-
弘前大学,Hirosaki University,日本,-,1767,-,-
霍夫斯特拉大学,Hofstra University,美国,-,-,-,-
约克大学,University of York,英国,169,302,146,301
华侨大学,Huaqiao University,中国,-,1489,1001,901
湖北大学,Hubei University,中国,-,1271,-,701
湖北工业大学,Hubei University of Technology,中国,-,1271,-,-
仁爱大学,Humanitas University,意大利,-,385,251,601
湖南农业大学,Hunan Agricultural University,中国,-,1337,-,-
湖南师范大学,Hunan Normal University,中国,-,1435,-,601
湖南科技大学,Hunan University of Science & Technology,中国,-,1393,-,-
兵库医学院,Hyogo College of Medicine,日本,-,-,-,-
茨城大学,Ibaraki University,日本,-,2215,1501,-
西奈山伊坎医学院,Icahn School of Medicine at Mount Sinai,美国,-,40,-,101
以色列跨学科研究中心,IDC Herzliya,以色列,-,-,-,-
伊利亚州立大学,Ilia State University,格鲁吉亚,-,1296,1201,-
伊利诺伊州立大学,Illinois State University,美国,-,1945,-,-
伊尔默瑙工业大学,Technische Universitat Ilmenau,德国,-,1823,-,-
伊玛目霍梅尼国际大学,Imam Khomeini International University,伊朗,-,1259,801,-
巴黎高科学院,IMT Atlantique,法国,-,1072,351,-
仁川国立大学,Incheon National University,韩国,-,1582,1201,-
