大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,招生网址,专业网址,所属院系网址,学费
Temple University,MS,Mathematics MS,科学技术学院,,https://www.temple.edu/academics/degree-programs/mathematics-ms-st-math-ms/admissions-information,https://www.temple.edu/academics/degree-programs/mathematics-ms-st-math-ms,,
University of Iowa,MS, Mathematics,文理学院,College of Liberal Arts and Sciences,https://grad.admissions.uiowa.edu/academics/mathematics-ms-or-phd,https://math.uiowa.edu/graduate,https://clas.uiowa.edu/,
University of Iowa,Ph.D, Mathematics,文理学院,College of Liberal Arts and Sciences,https://grad.admissions.uiowa.edu/academics/mathematics-ms-or-phd,https://math.uiowa.edu/graduate,https://clas.uiowa.edu/,
University of Iowa,MS, Mathematics,文理学院,College of Liberal Arts and Sciences,https://grad.admissions.uiowa.edu/academics/mathematics-ms-or-phd,https://math.uiowa.edu/graduate,https://clas.uiowa.edu,
University of Iowa,Ph.D, Mathematics,文理学院,College of Liberal Arts and Sciences,https://grad.admissions.uiowa.edu/academics/mathematics-ms-or-phd,https://math.uiowa.edu/graduate,https://clas.uiowa.edu,
University of Iowa,Ph.D,Applied Mathematical & Computational Sciences,文理学院,Graduate College,https://grad.admissions.uiowa.edu/academics/applied-mathematical-computational-sciences-phd,https://amcs.uiowa.edu/,https://grad.uiowa.edu/,
Auburn University,MAM,Applied Mathematics,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/academic/cosam/departments/math/students/grad/prospective/index.htm,https://www.auburn.edu/academic/cosam/departments/math/students/grad/math-programs.htm,https://www.auburn.edu/academic/cosam/,
Auburn University,MS,Mathematics,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/academic/cosam/departments/math/students/grad/prospective/index.htm,https://www.auburn.edu/academic/cosam/departments/math/students/grad/math-programs.htm,https://www.auburn.edu/academic/cosam/,
Auburn University,PhD,Mathematics,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/academic/cosam/departments/math/students/grad/prospective/index.htm,https://www.auburn.edu/academic/cosam/departments/math/students/grad/math-programs.htm,https://www.auburn.edu/academic/cosam/,
Auburn University,PhD,Doctor of Philosophy in Mathematics with Concentration in Statistics,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/academic/cosam/departments/math/students/grad/prospective/index.htm,https://www.auburn.edu/academic/cosam/departments/math/students/grad/stats-programs.htm,https://www.auburn.edu/academic/cosam/,
Baylor University,Ph.D.,Mathematics ,文理学院,College of Arts & Sciences,https://math.artsandsciences.baylor.edu/graduate-program/apply-our-programs,https://math.artsandsciences.baylor.edu/graduate-program,https://artsandsciences.baylor.edu,
Texas Christian University,MS,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu/academics/graduate-programs.php,https://www.cse.tcu.edu/mathematics/graduate/index.php,https://www.cse.tcu.edu,
Texas Christian University,MS,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,https://www.cse.tcu.edu,
Texas Christian University,MAT,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,https://www.cse.tcu.edu,
Texas Christian University,MAT,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,https://cse.tcu.edu,
Texas Christian University,Ph.D,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,https://www.cse.tcu.edu,
Texas Christian University,Ph.D,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,https://www.cse.tcu.edu,
Drexel University,MS,Mathematics,文理学院,College of Arts and Sciences,https://drexel.edu/academics/grad-professional-programs/coas/mathematics,https://drexel.edu/coas/academics/graduate-programs/mathematics/,https://drexel.edu/coas/,
Drexel University,PhD,Mathematics,文理学院,College of Arts and Sciences,https://drexel.edu/academics/grad-professional-programs/coas/mathematics,https://drexel.edu/coas/academics/graduate-programs/mathematics/,https://drexel.edu/coas/,
University of Oregon,PhD,Mathematics,文理学院,College of Arts and Sciences,https://naturalsciences.uoregon.edu/mathematics/apply/graduate-admissions,https://naturalsciences.uoregon.edu/mathematics/graduate-programs,https://cas.uoregon.edu,
"Rutgers University, Camden",M.B.S.,BUSINESS & SCIENCE M.B.S.,文理研究生院,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu/business-and-science-m-b-s/,https://mbs.rutgers.edu/,https://graduateschool.camden.rutgers.edu,
"Rutgers University, Camden",M.S.,MATHEMATICAL SCIENCES M.S.,文理研究生院,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu/mathematical-sciences/,https://math.camden.rutgers.edu/programs/graduate/,https://graduateschool.camden.rutgers.edu,
Rochester Institute of Technology,MS,Applied and Computational Mathematics MS ,数学与统计学院,School of Mathematics and Statistics,https://www.rit.edu/study/applied-and-computational-mathematics-ms,https://www.rit.edu/study/applied-and-computational-mathematics-ms,https://www.rit.edu/science/schools-centers/mathematics-statistics,
Rochester Institute of Technology,Ph.D.,Mathematical Modeling Ph.D. ,数学与统计学院,School of Mathematics and Statistics,https://www.rit.edu/study/mathematical-modeling-phd,https://www.rit.edu/study/mathematical-modeling-phd,https://www.rit.edu/science/schools-and-centers/school-mathematics-and-statistics,
Illinois Institute of Technology,M.A.S,Applied Mathematics (M.A.S.),计算机学院,College of Computing,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/applied-mathematics-mas,https://www.iit.edu/computing,
Illinois Institute of Technology,M.S.,Applied Mathematics (M.S.),计算机学院,College of Computing,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/applied-mathematics-ms,https://www.iit.edu/college-of-computing,
Illinois Institute of Technology,Ph.D.,Applied Mathematics (Ph.D.),计算机学院,College of Computing,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/applied-mathematics-phd,https://www.iit.edu/computing,
Saint Louis University,MA,Master of Arts in Mathematics,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,https://www.slu.edu/arts-and-sciences/,
Saint Louis University,MA,Master of Arts in Mathematics,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,https://www.slu.edu/arts-and-sciences/,
Saint Louis University,PhD,Doctor of Philosophy in Mathematics ,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,https://www.slu.edu/arts-and-sciences/,
Saint Louis University,PhD,Doctor of Philosophy in Mathematics ,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,https://www.slu.edu/arts-and-sciences/,
"University of Colorado, Boulder",MS,Applied Math,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,https://www.colorado.edu/artsandsciences,
"University of Colorado, Boulder",MS,Applied Math,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,https://www.colorado.edu/artsandsciences,
"University of Colorado, Boulder",PHD,Applied Math,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/amath/academics/doctoral-program/applying-graduate-school/graduate-application-checklist,https://www.colorado.edu/amath/academics/doctoral-program,https://www.colorado.edu/artsandsciences/,
"University of Colorado, Boulder",Ph.D,Mathematics,文理学院,College of Arts and Sciences,https://www.colorado.edu/math/graduate-program/prospective-students/admissions-procedures,https://www.colorado.edu/math/graduate-program/graduate-program,https://www.colorado.edu/artsandsciences/,
"University of Colorado, Boulder",MA,Mathematics,文理学院,College of Arts and Sciences,https://www.colorado.edu/math/graduate-program/prospective-students/admissions-procedures,https://www.colorado.edu/math/graduate-program/graduate-program,https://www.colorado.edu/artsandsciences,
"University of Colorado, Boulder",MS,Mathematics,文理学院,College of Arts and Sciences,https://www.colorado.edu/math/graduate-program/prospective-students/admissions-procedures,https://www.colorado.edu/math/graduate-program/graduate-program,https://www.colorado.edu/artsandsciences/,
American University,MS,Mathematics of Info & Security MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/mathstat/ms/requirements.cfm,https://www.american.edu/cas/mathstat/ms/,https://www.american.edu/cas/,
American University,MS,Mathematics of Info & Security MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/mathstat/ms/requirements.cfm,https://www.american.edu/cas/mathstat/ms/,https://www.american.edu/cas/,
Yeshiva University,MA,Mathematics (MA),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-ma,https://www.yu.edu/katz,
Yeshiva University,Ph.D,Mathematical Sciences (PhD),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-phd,https://www.yu.edu/katz,
Yeshiva University,MA,Mathematics (MA),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-ma,https://www.yu.edu/katz,
Yeshiva University,Ph.D,Mathematical Sciences (PhD),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-phd,https://www.yu.edu/katz,
University of Arizona,MA,Mathematics,理学院,The Department of Mathematics,https://grad.arizona.edu/catalog/programinfo/MATHMA,https://www.math.arizona.edu/academics/grads,https://www.math.arizona.edu/,
University of Arizona,MS,Mathematics,理学院,The Department of Mathematics,https://grad.arizona.edu/catalog/programinfo/MATHMS,https://www.math.arizona.edu/academics/grads,https://www.math.arizona.edu,
University of Arizona,PHD,Mathematics,理学院,The Department of Mathematics,https://grad.arizona.edu/catalog/programinfo/MATHPHD,https://www.math.arizona.edu/academics/grads,https://www.math.arizona.edu,
University of Arizona,MS,Applied Mathematics (MS),研究生院跨学科课程,The Graduate College,https://grad.arizona.edu/catalog/programinfo/APPLMS,https://gidp.arizona.edu/appliedmath,https://grad.arizona.edu,
University of Arizona,PHD,Applied Mathematics (PHD),研究生院跨学科课程,Department of Mathematics,https://grad.arizona.edu/catalog/programinfo/APPLPHD,https://gidp.arizona.edu/appliedmath,https://www.math.arizona.edu,
University of Utah,MA,"Mathematics, M.A.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,MS,"Mathematics, M.S.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,Ph.D.,"Mathematics, Ph.D.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,M.Stat.,"Mathematics, M.Stat.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,MA,"Mathematics, M.A.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,MS,"Mathematics, M.S.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,Ph.D.,"Mathematics, Ph.D.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,M.Stat.,"Mathematics, M.Stat.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,MA,"Mathematics, M.A.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,MS,"Mathematics, M.S.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,Ph.D.,"Mathematics, Ph.D.",理学院,College of Science,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,https://science.utah.edu,
University of Utah,M.Stat.,"Mathematics, M.Stat.",理学院,Department of Mathematics,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,http://www.math.utah.edu,
Howard University,PHD,Mathematics,文理学院,The Graduate School,https://gs.howard.edu/mathematics-phd,https://mathematics.howard.edu/academics/graduate-program,https://gs.howard.edu,
Howard University,PHD,Mathematics,文理学院,The Graduate School,https://gs.howard.edu/mathematics-phd,https://mathematics.howard.edu/academics/graduate-program,https://gs.howard.edu,
"Brigham Young University, Provo",MS,Mathematics (MS),科学学院,Department of Mathematics,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,https://math.byu.edu,
"Brigham Young University, Provo",MS,Mathematics (MS),科学学院,College of Computational,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,https://cpms.byu.edu,
"Brigham Young University, Provo",MS,Mathematics (MS),科学学院,,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,,
"Brigham Young University, Provo",MS,Mathematics (MS),科学学院,,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,,
"Brigham Young University, Provo",PHD,Mathematics (PhD),科学学院,Department of Mathematics,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,https://math.byu.edu,
"Brigham Young University, Provo",PHD,Mathematics (PhD),科学学院,Department of Mathematics,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,https://math.byu.edu,
"Brigham Young University, Provo",PHD,Mathematics (PhD),科学学院,Department of Mathematics,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,https://math.byu.edu,
"Brigham Young University, Provo",PHD,Mathematics (PhD),科学学院,Department of Mathematics,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,https://math.byu.edu,
University of Denver,PhD,Mathematics,自然科学与数学学院,College of Natural Sciences and Mathematics,https://www.du.edu/academics/admission-steps/mathematics-phd-2022-2023,https://science.du.edu/mathematics/content/math-graduate-degrees,https://science.du.edu,
University of Denver,MS,Mathematics,自然科学与数学学院,College of Natural Sciences and Mathematics,https://www.du.edu/academics/admission-steps/mathematics-ms-2022-2023,https://science.du.edu/mathematics/content/math-graduate-degrees,https://science.du.edu,
University of Denver,MA,Mathematics,自然科学与数学学院,College of Natural Sciences and Mathematics,https://www.du.edu/academics/admission-steps/mathematics-ma-2022-2023,https://science.du.edu/mathematics/content/math-graduate-degrees,https://science.du.edu/,
University of Denver,PhD,Mathematics,自然科学与数学学院,College of Natural Sciences and Mathematics,https://www.du.edu/academics/admission-steps/mathematics-phd-2022-2023,https://science.du.edu/mathematics/content/math-graduate-degrees,https://science.du.edu,
University of Denver,MS,Mathematics,自然科学与数学学院,College of Natural Sciences and Mathematics,https://www.du.edu/academics/admission-steps/mathematics-ms-2022-2023,https://science.du.edu/mathematics/content/math-graduate-degrees,https://science.du.edu,
University of Denver,MA,Mathematics,自然科学与数学学院,College of Natural Sciences and Mathematics,https://www.du.edu/academics/admission-steps/mathematics-ma-2022-2023,https://science.du.edu/mathematics/content/math-graduate-degrees,https://science.du.edu,
University of Vermont,PHD,Mathematical Sciences ,工程与数学科学学院,College of Engineering and Mathematical Sciences,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/phd.php&SM=grad/_gradmenu.html,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/phd.php&SM=grad/_gradmenu.html,https://www.uvm.edu/cems,
University of Vermont,MST,Mathematics ,工程与数学科学学院,College of Engineering and Mathematical Sciences,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/default.php&SM=grad/_gradmenu.html,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/default.php&SM=grad/_gradmenu.html,https://www.uvm.edu/cems,
University of Vermont,MS,Mathematics ,工程与数学科学学院,College of Engineering and Mathematical Sciences,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/default.php&SM=grad/_gradmenu.html,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/default.php&SM=grad/_gradmenu.html,https://www.uvm.edu/cems,
University of Vermont,PHD,Mathematical Sciences ,工程与数学科学学院,College of Engineering and Mathematical Sciences,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/phd.php&SM=grad/_gradmenu.html,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/phd.php&SM=grad/_gradmenu.html,https://www.uvm.edu/cems,
University of Vermont,MST,Mathematics ,工程与数学科学学院,College of Engineering and Mathematical Sciences,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/default.php&SM=grad/_gradmenu.html,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/default.php&SM=grad/_gradmenu.html,https://www.uvm.edu/cems,
University of Vermont,MS,Mathematics ,工程与数学科学学院,College of Engineering and Mathematical Sciences,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/default.php&SM=grad/_gradmenu.html,http://www.uvm.edu/~cems/mathstat/?Page=grad/math/default.php&SM=grad/_gradmenu.html,https://www.uvm.edu/cems/,
"Miami University, Oxford",MS, Mathematics,文理学院,College of Arts and Science,http://miamioh.edu/cas/academics/departments/mathematics/admission/index.html,http://miamioh.edu/cas/academics/departments/mathematics/academics/graduate-studies/degree-requirements/index.html,https://miamioh.edu/cas/,
"Miami University, Oxford",MA, Mathematics,文理学院,College of Arts and Science,http://miamioh.edu/cas/academics/departments/mathematics/admission/index.html,http://miamioh.edu/cas/academics/departments/mathematics/academics/graduate-studies/degree-requirements/index.html,https://miamioh.edu/cas/,
"Miami University, Oxford",MS,Applied Mathematics,文理学院,College of Arts and Science,http://miamioh.edu/cas/academics/departments/mathematics/admission/index.html,http://miamioh.edu/cas/academics/departments/mathematics/academics/graduate-studies/degree-requirements/index.html,https://www.miamioh.edu/cas/,
Loyola University Chicago,MS,Mathematics ,文理学院,The Graduate School,https://www.luc.edu/gradschool/applicationinfo.shtml,https://luc.edu/math/msmath/curriculum/index.shtml,https://www.luc.edu/gradschool/,
Loyola University Chicago,MS,Mathematics ,文理学院,The Graduate School,https://www.luc.edu/gradschool/applicationinfo.shtml,https://luc.edu/math/msmath/curriculum/index.shtml,https://www.luc.edu/gradschool/,
Loyola University Chicago,MS,Mathematics ,文理学院,The Graduate School,https://www.luc.edu/gradschool/applicationinfo.shtml,https://luc.edu/math/msmath/curriculum/index.shtml,https://www.luc.edu/gradschool/,
