大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
Temple University,PhD,Mathematics PhD,科学技术学院,College of Science and Technology,https://cst.temple.edu,https://www.temple.edu/academics/degree-programs/mathematics-phd-st-math-phd/admissions-information,https://www.temple.edu/academics/degree-programs/mathematics-phd-st-math-phd,3,all_valid_same,All 3 valid responses are identical,"College of Science and Technology, https://cst.temple.edu",True,"College of Science and Technology, https://cst.temple.edu",True,"College of Science and Technology, https://cst.temple.edu",True
Temple University,MS,Mathematics MS,科学技术学院,,,https://www.temple.edu/academics/degree-programs/mathematics-ms-st-math-ms/admissions-information,https://www.temple.edu/academics/degree-programs/mathematics-ms-st-math-ms,0,no_valid_response,No valid responses found,"The first URL (Admissions) could not be accessed. The second URL (Program URL) clearly states: ""Study real-life and theoretical data with the Master of Science in Mathematics in Temple's College of Science and Technology. This tight-knit, interdisciplinary program prepares students for math-focused careers in education, government, industry and mathematics.""

It also has a link ""Visit College Site"" and mentions ""Explore the full list of College of Science and Technology student clubs and organizations.""

This strongly indicates that the program is housed within the ""College of Science and Technology"". I need to find the homepage URL for this college. At the bottom of the page, there is a ""Visit College Site"" link. I will browse this link to get the URL. I will assume this link leads to the home page.
I will look for ""Visit College Site"" URL.
The URL from the program page is `https://www.temple.edu/academics/degree-programs/mathematics-ms-st-math-ms`.
I will click on `Visit College Site` if there is a direct link on the page, or infer the URL based on the name.
Looking at the content again, the ""Visit College Site"" is a button on the bottom of the page that is not directly accessible. However, it explicitly states ""College of Science and Technology"" multiple times. I can try to infer the URL or use search. Given the clear name, I will try to infer the most likely URL structure for a college within Temple University, which would probably be `https://cst.temple.edu` or `https://www.temple.edu/cst`. I'll try the more common one `https://cst.temple.edu`.
Let me perform a search to confirm the exact homepage URL for ""Temple University College of Science and Technology"".",False,,False,The,False
University of Iowa,MS, Mathematics,文理学院,College of Liberal Arts and Sciences,https://clas.uiowa.edu/,https://grad.admissions.uiowa.edu/academics/mathematics-ms-or-phd,https://math.uiowa.edu/graduate,3,majority_valid_same,2 valid responses are identical,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",True,"College of Liberal Arts and Sciences, https://clas.uiowa.edu",True,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",True
University of Iowa,Ph.D, Mathematics,文理学院,College of Liberal Arts and Sciences,https://clas.uiowa.edu/,https://grad.admissions.uiowa.edu/academics/mathematics-ms-or-phd,https://math.uiowa.edu/graduate,2,all_valid_same,All 2 valid responses are identical,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",True,"College of Liberal Arts and Sciences, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQFJIRoqgInUjQai8d627JZNvqD2OBTQsV6tDIpJIyW0sHnzAcs0HgY1AWTg5IHptd_XQ_PROOzifHm_Nei-lNs43cne6syxwIjpA1bo9N_YruPt",False,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",True
University of Iowa,MS, Mathematics,文理学院,College of Liberal Arts and Sciences,https://clas.uiowa.edu,https://grad.admissions.uiowa.edu/academics/mathematics-ms-or-phd,https://math.uiowa.edu/graduate,3,majority_valid_same,2 valid responses are identical,"College of Liberal Arts and Sciences, https://clas.uiowa.edu",True,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",True,"College of Liberal Arts and Sciences, https://clas.uiowa.edu",True
University of Iowa,Ph.D, Mathematics,文理学院,College of Liberal Arts and Sciences,https://clas.uiowa.edu,https://grad.admissions.uiowa.edu/academics/mathematics-ms-or-phd,https://math.uiowa.edu/graduate,3,all_valid_same,All 3 valid responses are identical,"College of Liberal Arts and Sciences, https://clas.uiowa.edu",True,"College of Liberal Arts and Sciences, https://clas.uiowa.edu",True,"College of Liberal Arts and Sciences, https://clas.uiowa.edu",True
University of Iowa,Ph.D,Applied Mathematical & Computational Sciences,文理学院,Graduate College,https://grad.uiowa.edu/,https://grad.admissions.uiowa.edu/academics/applied-mathematical-computational-sciences-phd,https://amcs.uiowa.edu/,3,majority_valid_same,2 valid responses are identical,"Graduate College, https://grad.uiowa.edu",True,"Graduate College, https://grad.uiowa.edu/",True,"Graduate College, https://grad.uiowa.edu/",True
Auburn University,MAM,Applied Mathematics,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/academic/cosam/,https://www.auburn.edu/academic/cosam/departments/math/students/grad/prospective/index.htm,https://www.auburn.edu/academic/cosam/departments/math/students/grad/math-programs.htm,2,all_valid_same,All 2 valid responses are identical,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True,,False,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True
Auburn University,MS,Mathematics,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/academic/cosam/,https://www.auburn.edu/academic/cosam/departments/math/students/grad/prospective/index.htm,https://www.auburn.edu/academic/cosam/departments/math/students/grad/math-programs.htm,3,all_valid_same,All 3 valid responses are identical,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True
Auburn University,PhD,Mathematics,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/academic/cosam/,https://www.auburn.edu/academic/cosam/departments/math/students/grad/prospective/index.htm,https://www.auburn.edu/academic/cosam/departments/math/students/grad/math-programs.htm,3,all_valid_same,All 3 valid responses are identical,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True
Auburn University,PhD,Doctor of Philosophy in Mathematics with Concentration in Statistics,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/academic/cosam/,https://www.auburn.edu/academic/cosam/departments/math/students/grad/prospective/index.htm,https://www.auburn.edu/academic/cosam/departments/math/students/grad/stats-programs.htm,3,majority_valid_same,2 valid responses are identical,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam/",True,"College of Sciences and Mathematics, https://www.auburn.edu/academic/cosam",True
Baylor University,Ph.D.,Mathematics ,文理学院,College of Arts & Sciences,https://artsandsciences.baylor.edu,https://math.artsandsciences.baylor.edu/graduate-program/apply-our-programs,https://math.artsandsciences.baylor.edu/graduate-program,3,all_valid_different,"All valid responses are different, randomly selected","College of Arts & Sciences, https://artsandsciences.baylor.edu
",True,"College of Arts & Sciences, https://artsandsciences.baylor.edu",True,"Graduate School, https://www.baylor.edu/graduate/",True
Texas Christian University,MS,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu,https://www.cse.tcu.edu/academics/graduate-programs.php,https://www.cse.tcu.edu/mathematics/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://www.cse.tcu.edu",True
Texas Christian University,MS,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,3,all_valid_different,"All valid responses are different, randomly selected","College of Science & Engineering, https://www.cse.tcu.edu
",True,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://cse.tcu.edu",True
Texas Christian University,MAT,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://www.cse.tcu.edu",True
Texas Christian University,MAT,Mathematics,理工学院,College of Science & Engineering,https://cse.tcu.edu,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,3,all_valid_different,"All valid responses are different, randomly selected","College of Science & Engineering, https://www.cse.tcu.edu/",True,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://cse.tcu.edu",True
Texas Christian University,Ph.D,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://www.cse.tcu.edu",True
Texas Christian University,Ph.D,Mathematics,理工学院,College of Science & Engineering,https://www.cse.tcu.edu,https://www.cse.tcu.edu/academics/graduate-programs.php,https://cse.tcu.edu/mathematics/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://www.cse.tcu.edu",True,"College of Science & Engineering, https://www.cse.tcu.edu",True
Drexel University,MS,Mathematics,文理学院,College of Arts and Sciences,https://drexel.edu/coas/,https://drexel.edu/academics/grad-professional-programs/coas/mathematics,https://drexel.edu/coas/academics/graduate-programs/mathematics/,3,all_valid_same,All 3 valid responses are identical,"College of Arts and Sciences, https://drexel.edu/coas/",True,"College of Arts and Sciences, https://drexel.edu/coas/",True,"College of Arts and Sciences, https://drexel.edu/coas/",True
Drexel University,PhD,Mathematics,文理学院,College of Arts and Sciences,https://drexel.edu/coas/,https://drexel.edu/academics/grad-professional-programs/coas/mathematics,https://drexel.edu/coas/academics/graduate-programs/mathematics/,3,all_valid_same,All 3 valid responses are identical,"College of Arts and Sciences, https://drexel.edu/coas/",True,"College of Arts and Sciences, https://drexel.edu/coas/",True,"College of Arts and Sciences, https://drexel.edu/coas/",True
University of Oregon,PhD,Mathematics,文理学院,College of Arts and Sciences,https://cas.uoregon.edu,https://naturalsciences.uoregon.edu/mathematics/apply/graduate-admissions,https://naturalsciences.uoregon.edu/mathematics/graduate-programs,1,single_valid_response,Only one valid response,Not found,False,"College of Arts and Sciences, https://cas.uoregon.edu",True,Not found,False
"Rutgers University, Camden",M.B.S.,BUSINESS & SCIENCE M.B.S.,文理研究生院,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu,https://graduateschool.camden.rutgers.edu/business-and-science-m-b-s/,https://mbs.rutgers.edu/,3,all_valid_same,All 3 valid responses are identical,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",True,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",True,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",True
"Rutgers University, Camden",M.S.,MATHEMATICAL SCIENCES M.S.,文理研究生院,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu,https://graduateschool.camden.rutgers.edu/mathematical-sciences/,https://math.camden.rutgers.edu/programs/graduate/,3,all_valid_same,All 3 valid responses are identical,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",True,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",True,"Graduate School of Arts and Sciences, https://graduateschool.camden.rutgers.edu",True
Rochester Institute of Technology,MS,Applied and Computational Mathematics MS ,数学与统计学院,School of Mathematics and Statistics,https://www.rit.edu/science/schools-centers/mathematics-statistics,https://www.rit.edu/study/applied-and-computational-mathematics-ms,https://www.rit.edu/study/applied-and-computational-mathematics-ms,2,all_valid_same,All 2 valid responses are identical,,False,"School of Mathematics and Statistics, https://www.rit.edu/science/schools-centers/mathematics-statistics",True,"School of Mathematics and Statistics, https://www.rit.edu/science/schools-centers/mathematics-statistics",True
Rochester Institute of Technology,Ph.D.,Mathematical Modeling Ph.D. ,数学与统计学院,School of Mathematics and Statistics,https://www.rit.edu/science/schools-and-centers/school-mathematics-and-statistics,https://www.rit.edu/study/mathematical-modeling-phd,https://www.rit.edu/study/mathematical-modeling-phd,1,single_valid_response,Only one valid response,"School of Mathematics and Statistics, https://www.rit.edu/science/schools-and-centers/school-mathematics-and-statistics",True,,False,,False
Illinois Institute of Technology,M.A.S,Applied Mathematics (M.A.S.),计算机学院,College of Computing,https://www.iit.edu/computing,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/applied-mathematics-mas,2,all_valid_same,All 2 valid responses are identical,,False,"College of Computing, https://www.iit.edu/computing",True,"College of Computing, https://www.iit.edu/computing",True
Illinois Institute of Technology,M.S.,Applied Mathematics (M.S.),计算机学院,College of Computing,https://www.iit.edu/college-of-computing,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/applied-mathematics-ms,2,all_valid_different,"All valid responses are different, randomly selected",,False,"College of Computing, https://www.iit.edu/college-of-computing
",True,"College of Computing, https://www.iit.edu/computing",True
Illinois Institute of Technology,Ph.D.,Applied Mathematics (Ph.D.),计算机学院,College of Computing,https://www.iit.edu/computing,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/applied-mathematics-phd,1,single_valid_response,Only one valid response,"College of Computing, https://www.iit.edu/computing",True,,False,,False
Saint Louis University,MA,Master of Arts in Mathematics,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,3,all_valid_same,All 3 valid responses are identical,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True
Saint Louis University,MA,Master of Arts in Mathematics,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,3,all_valid_same,All 3 valid responses are identical,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True
Saint Louis University,PhD,Doctor of Philosophy in Mathematics ,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,2,all_valid_same,All 2 valid responses are identical,"The browse results confirm that the program is housed within the ""College of Arts and Sciences"" at Saint Louis University. The URL for this college is `https://www.slu.edu/arts-and-sciences/`. This matches the selection criteria perfectly.College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",False,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True
Saint Louis University,PhD,Doctor of Philosophy in Mathematics ,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,3,all_valid_same,All 3 valid responses are identical,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True,"College of Arts and Sciences, https://www.slu.edu/arts-and-sciences/",True
"University of Colorado, Boulder",MS,Applied Math,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True
"University of Colorado, Boulder",MS,Applied Math,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True
"University of Colorado, Boulder",PHD,Applied Math,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences/,https://www.colorado.edu/amath/academics/doctoral-program/applying-graduate-school/graduate-application-checklist,https://www.colorado.edu/amath/academics/doctoral-program,3,all_valid_same,All 3 valid responses are identical,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True
"University of Colorado, Boulder",Ph.D,Mathematics,文理学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences/,https://www.colorado.edu/math/graduate-program/prospective-students/admissions-procedures,https://www.colorado.edu/math/graduate-program/graduate-program,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True
"University of Colorado, Boulder",MA,Mathematics,文理学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,https://www.colorado.edu/math/graduate-program/prospective-students/admissions-procedures,https://www.colorado.edu/math/graduate-program/graduate-program,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True
"University of Colorado, Boulder",MS,Mathematics,文理学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences/,https://www.colorado.edu/math/graduate-program/prospective-students/admissions-procedures,https://www.colorado.edu/math/graduate-program/graduate-program,3,majority_valid_same,2 valid responses are identical,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences/",True,"College of Arts and Sciences, https://www.colorado.edu/artsandsciences",True
American University,MS,Mathematics of Info & Security MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/,https://www.american.edu/cas/mathstat/ms/requirements.cfm,https://www.american.edu/cas/mathstat/ms/,3,all_valid_same,All 3 valid responses are identical,"College of Arts & Sciences, https://www.american.edu/cas/",True,"College of Arts & Sciences, https://www.american.edu/cas/",True,"College of Arts & Sciences, https://www.american.edu/cas/",True
American University,MS,Mathematics of Info & Security MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/,https://www.american.edu/cas/mathstat/ms/requirements.cfm,https://www.american.edu/cas/mathstat/ms/,3,all_valid_same,All 3 valid responses are identical,"College of Arts & Sciences, https://www.american.edu/cas/",True,"College of Arts & Sciences, https://www.american.edu/cas/",True,"College of Arts & Sciences, https://www.american.edu/cas/",True
Yeshiva University,MA,Mathematics (MA),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-ma,3,majority_valid_same,2 valid responses are identical,"Katz School of Science and Health, https://www.yu.edu/katz",True,"The Katz School of Science and Health, https://www.yu.edu/katz",True,"The Katz School of Science and Health, https://www.yu.edu/katz",True
Yeshiva University,Ph.D,Mathematical Sciences (PhD),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-phd,3,majority_valid_same,2 valid responses are identical,"The Katz School of Science and Health, https://www.yu.edu/katz",True,"The Katz School of Science and Health, https://www.yu.edu/katz/",True,"The Katz School of Science and Health, https://www.yu.edu/katz",True
Yeshiva University,MA,Mathematics (MA),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-ma,3,all_valid_same,All 3 valid responses are identical,"The Katz School of Science and Health, https://www.yu.edu/katz",True,"The Katz School of Science and Health, https://www.yu.edu/katz",True,"The Katz School of Science and Health, https://www.yu.edu/katz",True
Yeshiva University,Ph.D,Mathematical Sciences (PhD),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-phd,3,majority_valid_same,2 valid responses are identical,"The Katz School of Science and Health, https://www.yu.edu/katz",True,"The Katz School of Science and Health, https://www.yu.edu/katz",True,"Katz School of Science and Health, https://www.yu.edu/katz",True
University of Arizona,MA,Mathematics,理学院,The Department of Mathematics,https://www.math.arizona.edu/,https://grad.arizona.edu/catalog/programinfo/MATHMA,https://www.math.arizona.edu/academics/grads,2,all_valid_different,"All valid responses are different, randomly selected","The Department of Mathematics, https://www.math.arizona.edu/",True,,False,"The Department of Mathematics, https://www.math.arizona.edu",True
University of Arizona,MS,Mathematics,理学院,The Department of Mathematics,https://www.math.arizona.edu,https://grad.arizona.edu/catalog/programinfo/MATHMS,https://www.math.arizona.edu/academics/grads,3,majority_valid_same,2 valid responses are identical,"The Department of Mathematics, https://www.math.arizona.edu",True,"The Department of Mathematics, https://www.math.arizona.edu",True,"Department of Mathematics, https://www.math.arizona.edu",True
University of Arizona,PHD,Mathematics,理学院,The Department of Mathematics,https://www.math.arizona.edu,https://grad.arizona.edu/catalog/programinfo/MATHPHD,https://www.math.arizona.edu/academics/grads,3,majority_valid_same,2 valid responses are identical,"The Department of Mathematics, https://www.math.arizona.edu",True,"The Department of Mathematics, https://www.math.arizona.edu",True,"The Department of Mathematics, https://www.math.arizona.edu/",True
University of Arizona,MS,Applied Mathematics (MS),研究生院跨学科课程,The Graduate College,https://grad.arizona.edu,https://grad.arizona.edu/catalog/programinfo/APPLMS,https://gidp.arizona.edu/appliedmath,2,all_valid_different,"All valid responses are different, randomly selected","Graduate Interdisciplinary Programs, https://gidp.arizona.edu/",True,,False,"The Graduate College, https://grad.arizona.edu",True
University of Arizona,PHD,Applied Mathematics (PHD),研究生院跨学科课程,Department of Mathematics,https://www.math.arizona.edu,https://grad.arizona.edu/catalog/programinfo/APPLPHD,https://gidp.arizona.edu/appliedmath,2,all_valid_same,All 2 valid responses are identical,,False,"Department of Mathematics, https://www.math.arizona.edu",True,"Department of Mathematics, https://www.math.arizona.edu",True
University of Utah,MA,"Mathematics, M.A.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True
University of Utah,MS,"Mathematics, M.S.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True
University of Utah,Ph.D.,"Mathematics, Ph.D.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True
University of Utah,M.Stat.,"Mathematics, M.Stat.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,majority_valid_same,2 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu/",True
University of Utah,MA,"Mathematics, M.A.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,majority_valid_same,2 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu/",True,"College of Science, https://science.utah.edu",True
University of Utah,MS,"Mathematics, M.S.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True
University of Utah,Ph.D.,"Mathematics, Ph.D.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True
University of Utah,M.Stat.,"Mathematics, M.Stat.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,majority_valid_same,2 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu/",True,"College of Science, https://science.utah.edu",True
University of Utah,MA,"Mathematics, M.A.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,2,all_valid_same,All 2 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True,,False
University of Utah,MS,"Mathematics, M.S.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,majority_valid_same,2 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu/",True
University of Utah,Ph.D.,"Mathematics, Ph.D.",理学院,College of Science,https://science.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,all_valid_same,All 3 valid responses are identical,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True,"College of Science, https://science.utah.edu",True
University of Utah,M.Stat.,"Mathematics, M.Stat.",理学院,Department of Mathematics,http://www.math.utah.edu,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php,3,majority_valid_same,2 valid responses are identical,"College of Science, https://science.utah.edu",True,"Department of Mathematics, http://www.math.utah.edu",True,"Department of Mathematics, http://www.math.utah.edu",True
Howard University,PHD,Mathematics,文理学院,The Graduate School,https://gs.howard.edu,https://gs.howard.edu/mathematics-phd,https://mathematics.howard.edu/academics/graduate-program,3,majority_valid_same,2 valid responses are identical,"The Graduate School, https://gs.howard.edu",True,"The Graduate School, https://gs.howard.edu/",True,"The Graduate School, https://gs.howard.edu",True
Howard University,PHD,Mathematics,文理学院,The Graduate School,https://gs.howard.edu,https://gs.howard.edu/mathematics-phd,https://mathematics.howard.edu/academics/graduate-program,3,majority_valid_same,2 valid responses are identical,"The Graduate School, https://gs.howard.edu",True,"The Graduate School, https://gs.howard.edu/",True,"The Graduate School, https://gs.howard.edu",True
"Brigham Young University, Provo",MS,Mathematics (MS),科学学院,Department of Mathematics,https://math.byu.edu,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,1,single_valid_response,Only one valid response,,False,,False,"Department of Mathematics, https://math.byu.edu",True
"Brigham Young University, Provo",MS,Mathematics (MS),科学学院,College of Computational,https://cpms.byu.edu,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125,2,all_valid_different,"All valid responses are different, randomly selected","College of Computational, Mathematical, and Physical Sciences, https://cpms.byu.edu",True,"College of Computational, Mathematical, and Physical Sciences, https://cpms.byu.edu/",True,,False
