大学英文名称,学位,专业英文名称,所属院系,所属院系（英文）,所属院系网址,招生网址,专业网址,valid_response_count,consistency_type,consistency_detail,response_1,response_1_valid,response_2,response_2_valid,response_3,response_3_valid
"University at Buffalo, SUNY",MS,Engineering Science (Data Science) MS,工程与应用科学学院,Institute for Artificial Intelligence and Data Science,https://www.buffalo.edu/ai-data-science/,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,https://www.buffalo.edu/ai-data-science/academics/grad/ds-ms.html,3,majority_valid_same,2 valid responses are identical,"Institute for Artificial Intelligence and Data Science, https://www.buffalo.edu/ai-data-science/",TRUE,"Institute for Artificial Intelligence and Data Science, https://www.buffalo.edu/ai-data-science",TRUE,"Institute for Artificial Intelligence and Data Science, https://www.buffalo.edu/ai-data-science/",TRUE
"University at Buffalo, SUNY",PhD,Computational and Data Enabled Sciences PhD,工程与应用科学学院,Institute for Artificial Intelligence and Data Science,https://www.buffalo.edu/ai-data-science/,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,https://www.buffalo.edu/ai-data-science/academics/grad/cdse-phd.html,3,majority_valid_same,2 valid responses are identical,"Institute for Artificial Intelligence and Data Science, https://www.buffalo.edu/ai-data-science/",TRUE,"Institute for Artificial Intelligence and Data Science, https://www.buffalo.edu/ai-data-science",TRUE,"Institute for Artificial Intelligence and Data Science, https://www.buffalo.edu/ai-data-science/",TRUE
Stevens Institute of Technology,PHD,Ph.D. in Data Science,商学院,School of Business,https://www.stevens.edu/school-business,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,https://www.stevens.edu/school-business/phd-programs/data-science-phd-program,3,all_valid_same,All 3 valid responses are identical,"School of Business, https://www.stevens.edu/school-business",TRUE,"School of Business, https://www.stevens.edu/school-business",TRUE,"School of Business, https://www.stevens.edu/school-business",TRUE
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,School of Business,https://www.stevens.edu,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,2,all_valid_different,"All valid responses are different, randomly selected","School of Business, https://www.stevens.edu/school-of-business",TRUE,"School of Business, https://www.stevens.edu",TRUE,,FALSE
Stevens Institute of Technology,MBA,ANALYTICS MBA,商学院,School of Business,https://www.stevens.edu/school-of-business,https://www.stevens.edu/program/analytics-mba,https://www.stevens.edu/program/analytics-mba,3,majority_valid_same,2 valid responses are identical,"School of Business, https://www.stevens.edu/school-of-business",TRUE,"School of Business, https://www.stevens.edu/school-business",TRUE,"School of Business, https://www.stevens.edu/school-of-business",TRUE
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/schaefer-school-engineering-science,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,1,single_valid_response,Only one valid response,,FALSE,,FALSE,"Charles V. Schaefer, Jr. School of Engineering and Science, https://www.stevens.edu/schaefer-school-engineering-science",TRUE
Stevens Institute of Technology,MS,"DATA SCIENCE, M.S. ",工程与科学学院,Charles V. Schaefer,https://www.stevens.edu/schaefer-engineering,https://www.stevens.edu/program/data-science-masters,https://www.stevens.edu/program/data-science-masters,1,single_valid_response,Only one valid response,,FALSE,"Charles V. Schaefer, Jr. School of Engineering and Science, https://www.stevens.edu/schaefer-engineering",TRUE,"The browsed page clearly states: ""School Charles V. Schaefer, Jr. School of Engineering and Science"". It also has a link ""Graduate Studies at the Schaefer School"". I will look for the homepage URL for this school.

I will try to find the homepage URL for ""Charles V. Schaefer, Jr. School of Engineering and Science"" within the `stevens.edu` domain. I will search for ""Charles V. Schaefer, Jr. School of Engineering and Science site:stevens.edu"" to find the homepage.
",FALSE
University of Delaware,MS,Data Science,文理学院,College of Arts and Sciences,https://www.cas.udel.edu/,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/data-scientist/,https://www.mathsci.udel.edu/educational-programs/the-graduate-program,2,all_valid_different,"All valid responses are different, randomly selected","Graduate College, https://www.udel.edu/academics/colleges/grad/",TRUE,,FALSE,"College of Arts and Sciences, https://www.cas.udel.edu/",TRUE
University of Delaware,MS,INTERDISCIPLINARY EVALUATION SCIENCE,跨学科项目,Graduate College,https://www.udel.edu/academics/colleges/grad/,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary-evaluation-science/,https://www.udel.edu/academics/colleges/grad/prospective-students/programs/interdisciplinary/interdisciplinary-evaluation-science/,3,all_valid_same,All 3 valid responses are identical,"Graduate College, https://www.udel.edu/academics/colleges/grad/",TRUE,"Graduate College, https://www.udel.edu/academics/colleges/grad/",TRUE,"Graduate College, https://www.udel.edu/academics/colleges/grad/",TRUE
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,,,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,0,no_valid_response,No valid responses found,,FALSE,Not found,FALSE,Not found,FALSE
Worcester Polytechnic Institute,MS,DATA SCIENCE,文理学院,,,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6421,https://www.wpi.edu/academics/study/data-science-ms,0,no_valid_response,No valid responses found,,FALSE,Not found,FALSE,Not found,FALSE
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,Data Science Program,https://www.wpi.edu/academics/study/data-science,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,1,single_valid_response,Only one valid response,Not found,FALSE,"The first URL was not accessible. The second URL, `https://www.wpi.edu/academics/study/data-science-phd`, provides a lot of information.

Scanning the content of the second URL, I see:
*   ""WPI's PhD in data science is interdisciplinary, drawing from Computer Science, Mathematical Sciences, and the Business School.""
*   Under ""Faculty Profiles"", it lists faculty from ""Computer Science"", ""Mathematical Sciences"", and ""The Business School"".
*   Under ""Affiliations"", it lists ""Computer Science"", ""Mathematical Sciences"", ""The Business School"", and ""Data Science Program"".

It seems the Data Science PhD is an interdisciplinary program, not housed in a single traditional ""school"" or ""college"" but drawing from multiple departments. The ""Data Science Program"" itself is listed as an affiliation.

Given the instructions, ""Capture *one* clear school/college name"" and ""If no reliable *.edu* source identifies the school, output **Not found**"", and the interdisciplinary nature, it's not directly housed under a single ""School of X"" or ""College of Y"". However, ""Data Science Program"" is listed. I need to determine if ""Data Science Program"" can be considered a ""school / college / faculty"" in the context of the requested output. Usually, a program is housed *within* a school or college.

Since it explicitly states ""Data Science Program"" as an affiliation and mentions ""Elke Rundensteiner, Professor, Computer Science, Program Head, Data Science"", it implies a distinct program, but not necessarily a ""school"" or ""college"" in the traditional sense. The output format requires a ""School / College Name"".

Let me check the WPI website for a list of their schools or colleges to confirm if Data Science is listed as one. I will do a search for ""Worcester Polytechnic Institute schools colleges site:.edu"".",FALSE,"Data Science Program, https://www.wpi.edu/academics/study/data-science",TRUE
Worcester Polytechnic Institute,Ph.D,DATA SCIENCE,文理学院,Data Science Program,https://www.wpi.edu/academics/departments/data-science,https://www.wpi.edu/admissions/graduate/how-to-apply?itemId=6426,https://www.wpi.edu/academics/study/data-science-phd,2,all_valid_same,All 2 valid responses are identical,"Data Science Program, https://www.wpi.edu/academics/departments/data-science",TRUE,The,FALSE,"Data Science Program, https://www.wpi.edu/academics/departments/data-science",TRUE
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,School of Computing,https://www.clemson.edu/cecas/departments/computing/,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,3,all_valid_same,All 3 valid responses are identical,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE
Clemson University,MS,Master of Applied Computing,工程，计算机和应用科学学院,School of Computing,https://www.clemson.edu/cecas/departments/computing/,https://www.clemson.edu/degrees/applied-computing/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/mac.html,2,all_valid_same,All 2 valid responses are identical,"The first URL (Admissions URL) mentions ""College of Engineering, Computing and Applied Sciences"" and then directly under ""About This Program / Applied Computing"" it has ""Program PageCollege Home"" which links to the second URL.

The second URL (Program URL) clearly states ""Graduate Studies | School of Computing"" in its title and content, and its URL path is `https://www.clemson.edu/cecas/departments/computing/`. This indicates that the ""School of Computing"" is housed within the ""College of Engineering, Computing and Applied Sciences"" (CECAS).

The most specific and direct housing for the program seems to be the ""School of Computing"", which is part of the ""College of Engineering, Computing and Applied Sciences"". The homepage for the School of Computing is `https://www.clemson.edu/cecas/departments/computing/`.

Therefore, the school is ""School of Computing"" and its homepage is `https://www.clemson.edu/cecas/departments/computing/`.

School of Computing, https://www.clemson.edu/cecas/departments/computing/",FALSE,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,School of Computing,https://www.clemson.edu/cecas/departments/computing/,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,3,majority_valid_same,2 valid responses are identical,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE,"College of Engineering, Computing and Applied Sciences, https://www.clemson.edu/cecas/",TRUE
Clemson University,MS,Computer Science,工程，计算机和应用科学学院,School of Computing,https://www.clemson.edu/cecas/departments/computing/,https://www.clemson.edu/degrees/computer-science/grad,https://www.clemson.edu/cecas/departments/computing/academics/graduates/programsofstudy/index.html,3,all_valid_same,All 3 valid responses are identical,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE,"School of Computing, https://www.clemson.edu/cecas/departments/computing/",TRUE
Clemson University,MS,Data Science and Analytics,理学院,Graduate School,https://www.clemson.edu/graduate/,https://www.clemson.edu/degrees/data-science-analytics/grad,https://www.clemson.edu/graduate/academics/ms-dsa/index.html,3,all_valid_same,All 3 valid responses are identical,"Graduate School, https://www.clemson.edu/graduate/",TRUE,"Graduate School, https://www.clemson.edu/graduate/",TRUE,"Graduate School, https://www.clemson.edu/graduate/",TRUE
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,Klingler College of Arts and Sciences,https://www.marquette.edu/arts-sciences/,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,3,all_valid_different,"All valid responses are different, randomly selected","Klingler College of Arts and Sciences, https://www.marquette.edu/computer-science/",TRUE,"Helen Way Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE
Marquette University,MS,COMPUTER AND INFORMATION SCIENCE：AI and Analytics ,文理学院,Helen Way Klingler College of Arts and Sciences,https://www.marquette.edu/arts-sciences/,https://www.marquette.edu/grad/programs-computing.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,3,all_valid_different,"All valid responses are different, randomly selected","Graduate School, https://www.marquette.edu/grad/",TRUE,"Helen Way Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE
Marquette University,MS, Master of Science in Data Science,文理学院,Helen Way Klingler College of Arts and Sciences,https://www.marquette.edu/arts-sciences/,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,2,all_valid_different,"All valid responses are different, randomly selected","Helen Way Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE,,FALSE
Marquette University,MS, Master of Science in Data Science,文理学院,Klingler College of Arts and Sciences,https://www.marquette.edu/arts-sciences/,https://www.marquette.edu/grad/programs-data-science-masters-degree.php,https://www.marquette.edu/computer-science/graduate-program-overview.php,3,all_valid_same,All 3 valid responses are identical,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE
Marquette University,MS,APPLIED PSYCHOLOGY DATA ANALYTICS,文理学院,Klingler College of Arts and Sciences,https://www.marquette.edu/arts-sciences/,https://www.marquette.edu/grad/programs-graduate-applied-psychology-data-analytics.php,https://www.marquette.edu/psychology/graduate-program-overview.php,3,majority_valid_same,2 valid responses are identical,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE,"Klingler College of Arts and Sciences, https://www.marquette.edu/arts-sciences/",TRUE,"Graduate School, https://www.marquette.edu/grad/",TRUE
New Jersey Institute of Technology,M.S.,Masters of Science in Data Science - Statistics Track,科学与人文学院,Ying Wu College of Computing,https://computing.njit.edu,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://math.njit.edu/ms-data-science-statistics-track,2,all_valid_different,"All valid responses are different, randomly selected","Ying Wu College of Computing, https://computing.njit.edu",TRUE,"Jordan Hu College of Science and Liberal Arts, https://csla.njit.edu",TRUE,,FALSE
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Newark）,计算机学院,Department of Data Science,https://ds.njit.edu,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/ms-data-science,2,all_valid_different,"All valid responses are different, randomly selected","Ying Wu College of Computing, https://computing.njit.edu/",TRUE,"The Program URL (https://ds.njit.edu/ms-data-science) clearly states ""M.S. in Data Science | Department of Data Science"" and has a navigation item ""Department of Data Science"". This indicates that the program is housed within the ""Department of Data Science"".

Now I need to find the homepage URL for the ""Department of Data Science"". The current URL is `https://ds.njit.edu/ms-data-science`, and the base URL for the Department of Data Science appears to be `https://ds.njit.edu/`. I will browse this base URL to confirm it is the official homepage.",FALSE,"Department of Data Science, https://ds.njit.edu",TRUE
New Jersey Institute of Technology,M.S.,Data Science - M.S.（Jersey City）,计算机学院,Ying Wu College of Computing,https://computing.njit.edu,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://jerseycity.njit.edu/ms-data-science,1,single_valid_response,Only one valid response,,FALSE,,FALSE,"Ying Wu College of Computing, https://computing.njit.edu",TRUE
New Jersey Institute of Technology,PhD,Data Science - M.S.,计算机学院,Ying Wu College of Computing,https://computing.njit.edu,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/phd-data-science,1,single_valid_response,Only one valid response,,FALSE,,FALSE,"Ying Wu College of Computing, https://computing.njit.edu",TRUE
New Jersey Institute of Technology,PhD,Business Data Science - Ph.D.,管理学院,Martin Tuchman School of Management,https://management.njit.edu,https://management.njit.edu/admission-requirements,https://management.njit.edu/phd-program,3,all_valid_same,All 3 valid responses are identical,"Martin Tuchman School of Management, https://management.njit.edu",TRUE,"Martin Tuchman School of Management, https://management.njit.edu",TRUE,"Martin Tuchman School of Management, https://management.njit.edu",TRUE
Fordham University,M.A.,Master of Science in Data Science and Quantitative Economics,文理研究生院,Graduate School of Arts and Sciences,https://www.fordham.edu/gsas,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/,2,all_valid_same,All 2 valid responses are identical,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",TRUE,"Graduate School of Arts and Sciences, https://vertexaisearch.cloud.google.com/grounding-api-redirect/AUZIYQHqL-kjeONwrGY88PXYWm0IA1iBkX4RxNeELoqJfVFSXsMaF4wzx3rozLU1wSe_fH6d0HAbv6hKTKVyFajG14INTudsByzdrH9P2R1JmuVWzRBRyNS0V-RX-Iy0JPo=",FALSE,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",TRUE
Fordham University,MS,Master of Science in Data Science,文理研究生院,Graduate School of Arts and Sciences,https://www.fordham.edu/gsas,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,2,all_valid_same,All 2 valid responses are identical,,FALSE,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",TRUE,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",TRUE
Fordham University,MS,Master of Science in Data Science,文理研究生院,Graduate School of Arts and Sciences,https://www.fordham.edu/gsas,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,2,all_valid_same,All 2 valid responses are identical,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",TRUE,,FALSE,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",TRUE
Fordham University,MS,Master of Science in Data Science,文理研究生院,Graduate School of Arts and Sciences,https://www.fordham.edu/gsas,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/,3,all_valid_different,"All valid responses are different, randomly selected","Graduate School of Arts and Sciences, https://www.fordham.edu/info/20700/graduate_school_of_arts_and_sciences",TRUE,"Graduate School of Arts and Sciences, https://www.fordham.edu/academics/graduate-schools/graduate-school-of-arts-and-sciences/",TRUE,"Graduate School of Arts and Sciences, https://www.fordham.edu/gsas",TRUE
University of South Florida,PhD,Big Data Analytics,商学院,Muma College of Business,https://www.usf.edu/business/,https://www.usf.edu/business/graduate/phd-data-analytics/application-process.aspx,https://www.usf.edu/business/graduate/phd-data-analytics/index.aspx,3,majority_valid_same,2 valid responses are identical,"Muma College of Business, https://business.usf.edu",TRUE,"Muma College of Business, https://www.usf.edu/business/",TRUE,"Muma College of Business, https://www.usf.edu/business/",TRUE
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,College of Engineering,https://www.usf.edu/engineering/,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://www.usf.edu/engineering/",TRUE,"College of Engineering, https://www.usf.edu/engineering/",TRUE,"College of Engineering, https://www.usf.edu/engineering/",TRUE
University of South Florida,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,College of Engineering,https://www.usf.edu/engineering/,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,3,all_valid_same,All 3 valid responses are identical,"College of Engineering, https://www.usf.edu/engineering/",TRUE,"College of Engineering, https://www.usf.edu/engineering/",TRUE,"College of Engineering, https://www.usf.edu/engineering/",TRUE
Southern Methodist University,PHD,Ph.D. in Data Science,人文与科学学院,Dedman College of Humanities and Sciences,https://www.smu.edu/dedman,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,3,all_valid_same,All 3 valid responses are identical,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman",TRUE,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman",TRUE,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman",TRUE
Southern Methodist University,MS,Data Science & Applied Statistics MS,人文与科学学院,Dedman College of Humanities and Sciences,https://www.smu.edu/dedman,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate,3,majority_valid_same,2 valid responses are identical,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman",TRUE,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman/",TRUE,"Dedman College of Humanities and Sciences, https://www.smu.edu/dedman",TRUE
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,3,all_valid_same,All 3 valid responses are identical,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE
Southern Methodist University,MS,M.S in OR and Analytics ,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics,2,all_valid_different,"All valid responses are different, randomly selected","Lyle School of Engineering, https://www.smu.edu/lyle/",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE,"The browsed pages confirm that the ""MS in OR and Analytics"" program is housed within the ""SMU Lyle School of Engineering"". The title of both pages explicitly states ""SMU Lyle School of Engineering"". The URL structure `https://www.smu.edu/lyle/` also indicates this. The homepage URL for the Lyle School of Engineering is `https://www.smu.edu/lyle/`.

Therefore, the school is ""Lyle School of Engineering"" and its homepage is `https://www.smu.edu/lyle/`.
Lyle School of Engineering, https://www.smu.edu/lyle/",FALSE
Southern Methodist University,MS,M.S. Data Engineering,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,3,all_valid_same,All 3 valid responses are identical,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,3,all_valid_same,All 3 valid responses are identical,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE
Southern Methodist University,MS,M.S. Data Engineering,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering,2,all_valid_same,All 2 valid responses are identical,"The browsed pages confirm that the program is housed within the ""Lyle School of Engineering"" at Southern Methodist University. Both pages have ""SMU Lyle School of Engineering"" in their titles and content. The consistent URL structure `/lyle/` also supports this. The footer of both pages clearly states ""Lyle School of Engineering"" and provides the address and contact information, acting as a clear indicator of its homepage.

The homepage URL for the Lyle School of Engineering appears to be `https://www.smu.edu/lyle/`.
Lyle School of Engineering, https://www.smu.edu/lyle/",FALSE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE
Southern Methodist University,MS,M.S. Datacenter Systems Engineering,工程学院,Lyle School of Engineering,https://www.smu.edu/lyle,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng,3,majority_valid_same,2 valid responses are identical,"Lyle School of Engineering, https://www.smu.edu/lyle/",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE,"Lyle School of Engineering, https://www.smu.edu/lyle",TRUE
Temple University,MS,Statistics and Data Science,商学院,Fox School of Business,https://www.fox.temple.edu,https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management/fox-grad-specialized-master-s-admissions?p=18571,https://www.temple.edu/academics/degree-programs/statistics-and-data-science-ms-bu-sdsc-ms,3,majority_valid_same,2 valid responses are identical,"Fox School of Business, https://www.fox.temple.edu",TRUE,"Fox School of Business, https://www.fox.temple.edu",TRUE,"Fox School of Business and Management, https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management",TRUE
Temple University,MS,Computational Data Science MS,科学技术学院,College of Science and Technology,https://cst.temple.edu,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms/cst-grad-computational-data-science-admissions,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms,2,all_valid_different,"All valid responses are different, randomly selected",,FALSE,"College of Science and Technology, https://www.temple.edu/academics/schools-colleges/science-technology",TRUE,"College of Science and Technology, https://cst.temple.edu",TRUE
University of Iowa,Ph.D,Statistics—data science,文理学院,College of Liberal Arts and Sciences,https://clas.uiowa.edu/,https://grad.admissions.uiowa.edu/academics/statistics-ms-or-phd,https://stat.uiowa.edu/graduate/phd-statistics,3,all_valid_same,All 3 valid responses are identical,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",TRUE,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",TRUE,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",TRUE
University of Iowa,MS,data science,文理学院,College of Liberal Arts and Sciences,https://clas.uiowa.edu/,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,3,majority_valid_same,2 valid responses are identical,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",TRUE,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",TRUE,"College of Liberal Arts and Sciences, https://clas.uiowa.edu",TRUE
University of Iowa,MS,data science,文理学院,College of Liberal Arts and Sciences,https://clas.uiowa.edu,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,2,all_valid_different,"All valid responses are different, randomly selected",,FALSE,"College of Liberal Arts and Sciences, https://clas.uiowa.edu/",TRUE,"College of Liberal Arts and Sciences, https://clas.uiowa.edu",TRUE
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,Samuel Ginn College of Engineering,https://eng.auburn.edu,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,2,all_valid_same,All 2 valid responses are identical,"Samuel Ginn College of Engineering, https://eng.auburn.edu",TRUE,"Samuel Ginn College of Engineering, https://eng.auburn.edu",TRUE,,FALSE
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,Samuel Ginn College of Engineering,https://eng.auburn.edu,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,3,all_valid_same,All 3 valid responses are identical,"Samuel Ginn College of Engineering, https://eng.auburn.edu",TRUE,"Samuel Ginn College of Engineering, https://eng.auburn.edu",TRUE,"Samuel Ginn College of Engineering, https://eng.auburn.edu",TRUE
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/cosam/,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,3,all_valid_same,All 3 valid responses are identical,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/",TRUE,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/",TRUE,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/",TRUE
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,College of Sciences and Mathematics,https://www.auburn.edu/cosam/,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,3,all_valid_same,All 3 valid responses are identical,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/",TRUE,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/",TRUE,"College of Sciences and Mathematics, https://www.auburn.edu/cosam/",TRUE
