大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,托福送分ETS code,判断状态,有效回答数,总回答数,Response 1 提取,Response 2 提取,Response 3 提取,Response 1 原文,Response 2 原文,Response 3 原文
Temple University,MS,Computational Data Science MS,科学技术学院,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms/cst-grad-computational-data-science-admissions,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,invalid,2906,Not found.,Not found,2906
University of Iowa,Ph.D,Statistics—data science,文理学院,https://grad.admissions.uiowa.edu/academics/statistics-ms-or-phd,https://stat.uiowa.edu/graduate/phd-statistics,6681,三个回答完全一致,3,3,6681,6681,6681,6681,6681,6681
University of Iowa,MS,data science,文理学院,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,6681,三个回答完全一致,3,3,6681,6681,6681,6681,6681,6681
University of Iowa,MS,data science,文理学院,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science,6681,两个有效回答一致,2,3,6681,6681,invalid,6681,6681,The
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,1005,两个有效回答一致,2,3,invalid,1005,1005,Not found,1005,1005
Auburn University,MS,Data Science and Engineering – Data Engineering Option,工程学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,1005,两个有效回答一致,2,2,invalid,1005,1005,,1005,1005
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,1005,两个有效回答一致,2,2,1005,1005,invalid,1005,1005,
Auburn University,MS,Data Science and Engineering – Data Science Option,科学与数学学院,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/,1005,三个回答完全一致,3,3,1005,1005,1005,1005,1005,1005
Baylor University,Ph.D.,Statistical Science  Concentration in Data Science,文理学院,https://statistics.artsandsciences.baylor.edu/graduate/how-apply,https://statistics.artsandsciences.baylor.edu/graduate/doctor-philosophy-phd,6032,两个有效回答一致,2,3,6032,6032,invalid,6032,6032,Not found
Drexel University,MS,MS in Data Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,2194,三个回答完全一致,3,3,2194,2194,2194,2194,2194,2194
Drexel University,MS,MS in Data Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/,2194,两个有效回答一致,2,2,invalid,2194,2194,,2194,2194
Drexel University,PhD,PhD in Information Science,计算与信息学院,https://drexel.edu/academics/grad-professional-programs/cci/information-science,https://drexel.edu/cci/academics/doctoral-programs/phd-information-science/,2194,两个有效回答一致,2,2,2194,2194,invalid,2194,2194,
University of Oregon,MS,Data Science,Phil and Penny Knight Campus for Accelerating Scientific Impact,https://internship.uoregon.edu/apply,https://internship.uoregon.edu/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,The browsed pages mention TOEFL score requirements...,Not found.
"Rutgers University, Camden",M.S.,COMPUTER SCIENCE M.S.,文理研究生院,https://graduateschool.camden.rutgers.edu/computer-science-m-s/,https://cs.camden.rutgers.edu/graduate/,需要额外确认,"回答不一致: {'2790': 2, '2765': 1}",3,3,2790,2765,2790,2790,2765,2790
"Rutgers University, Camden",M.S.,DATA SCIENCE M.S.,文理研究生院,https://graduateschool.camden.rutgers.edu/data-science-m-s/,https://datascience.camden.rutgers.edu/,2765,三个回答完全一致,3,3,2765,2765,2765,2765,2765,2765
Rochester Institute of Technology,MS,Data Science MS  ,罗切斯特理工学院,https://www.rit.edu/study/data-science-ms,https://www.rit.edu/study/data-science-ms,2760,三个回答完全一致,3,3,2760,2760,2760,2760,2760,2760
Illinois Institute of Technology,M.S.,Economics and Data Analytics (M.S.),商学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/economics-and-data-analytics-ms,1318,三个回答完全一致,3,3,1318,1318,1318,1318,1318,1318
Illinois Institute of Technology,M.A.S,Data Science Master’s—Master of Applied Science (M.A.S.),计算机学院,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/data-science-mas,1318,两个有效回答一致,2,3,invalid,1318,1318,The,1318,1318
"University of Colorado, Boulder",MS,Professional Master's in Data Science,工程与应用科学学院,https://www.colorado.edu/program/data-science/campus/admissions,https://www.colorado.edu/program/data-science/,4841,三个回答完全一致,3,3,4841,4841,4841,4841,4841,4841
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,需要额外确认,只有一个有效回答，不足以确认,1,3,4841,invalid,invalid,4841,"The provided URLs are for ""Applied Mathematics"", n...","The browsed pages mention ""For English proficiency..."
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,4841,两个有效回答一致,2,3,invalid,4841,4841,Not found,4841,4841
American University,MS,Quantitative Analysis MS,文理学院,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,需要额外确认,只有一个有效回答，不足以确认,1,3,5007,invalid,invalid,5007,Not found,Not found
American University,MS,Quantitative Analysis MS,文理学院,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,invalid,5007,Not found,Not found.,5007
American University,MS,Data Science MS,文理学院,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,5007,三个回答完全一致,3,3,5007,5007,5007,5007,5007,5007
American University,MS,Data Science MS,文理学院,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,5007,三个回答完全一致,3,3,5007,5007,5007,5007,5007,5007
American University,MS,MS Analytics,商学院,https://kogod.american.edu/programs-admissions/masters/analytics/admissions,https://kogod.american.edu/programs-admissions/masters/analytics,5007,三个回答完全一致,3,3,5007,5007,5007,5007,5007,5007
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,2990,三个回答完全一致,3,3,2990,2990,2990,2990,2990,2990
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,2990,三个回答完全一致,3,3,2990,2990,2990,2990,2990,2990
University of San Francisco,MS,Data Science (formerly Analytics),文理学院,https://www.usfca.edu/arts-sciences/graduate-programs/data-science/how-to-apply,https://www.usfca.edu/arts-sciences/graduate-programs/data-science,4850,三个回答完全一致,3,3,4850,4850,4850,4850,4850,4850
University of Arizona,MS,Statistics and Data Science (MS),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat,4832,两个有效回答一致,2,3,4832,4832,invalid,4832,4832,Not found
University of Arizona,PHD,Statistics and Data Science (PHD),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHD,https://gidp.arizona.edu/stat,需要额外确认,只有一个有效回答，不足以确认,1,3,4832,invalid,invalid,4832,Not found,Not found
University of Arizona,PHD,Statistics and Data Science (PHD) - Statistical Informatics,研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHDSDSI,https://gidp.arizona.edu/stat,4832,三个回答完全一致,3,3,4832,4832,4832,4832,4832,4832
University of Arizona,MS,Statistics and Data Science (MS),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,invalid,4832,Not found,Not found,4832
University of Arizona,PHD,Statistics and Data Science (PHD),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHD,https://gidp.arizona.edu/stat,4832,两个有效回答一致,2,3,4832,invalid,4832,4832,Not found,4832
University of Arizona,PHD,Statistics and Data Science (PHD) - Statistical Informatics,研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHDSDSI,https://gidp.arizona.edu/stat,4832,三个回答完全一致,3,3,4832,4832,4832,4832,4832,4832
University of Utah,MS,Computing—Data Management and Analysis,工程学院,https://www.cs.utah.edu/graduate/admissions/,https://www.cs.utah.edu/graduate/graduate-tracks/,4853,两个有效回答一致,2,3,invalid,4853,4853,Not found,4853,4853
University of Utah,Ph.D.,Computing—Data Management and Analysis,工程学院,https://www.cs.utah.edu/graduate/admissions/,https://www.cs.utah.edu/graduate/graduate-tracks/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,invalid,4853,Not found,Not found,4853
University of Utah,M.S.T.,Master of Science and Technology：COMPUTATIONAL AND DATA SCIENCE,跨学科项目,https://pmst.utah.edu/admissions/,https://pmst.utah.edu/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,The browsed pages do not contain the TOEFL ETS cod...
University of Utah,M.S.T.,Master of Science and Technology：COMPUTATIONAL AND DATA SCIENCE,跨学科项目,https://pmst.utah.edu/admissions/,https://pmst.utah.edu/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
University of Denver,MS,DATA SCIENCE,工程与计算机科学学院,https://www.du.edu/academics/admission-steps/data-science-ms-2022-2023,https://ritchieschool.du.edu/academics-education/gr-programs/ms-data-science,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,4842,invalid,Not found,4842,Not found
University of Vermont,MS,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,需要额外确认,只有一个有效回答，不足以确认,1,3,3920,invalid,invalid,3920,Not found,Not found
University of Vermont,PHD,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found,Not found,Not found
University of Vermont,MS,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,需要额外确认,所有回答都无效,0,3,invalid,invalid,invalid,Not found.,Not found,Not found
University of Vermont,PHD,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,3920,invalid,Not found,3920,Not found
Loyola University Chicago,MSBDA,MS in Business Data Analytics,商学院,https://www.luc.edu/quinlan/masters/business-data-analytics/admission/,https://www.luc.edu/quinlan/masters/business-data-analytics/,需要额外确认,只有一个有效回答，不足以确认,1,3,invalid,1412,invalid,Not found,1412,Not found
Clark University,MS,Data Analytics*,专业学院,https://www.clarku.edu/graduate-education/admissions/how-to-apply-graduate-admissions-requirements/,https://www.clarku.edu/academics/graduate/programs/masters/masters-in-data-analytics/,5969,两个有效回答一致,2,3,invalid,5969,5969,The,5969,5969
