大学排名,大学名称,大学英文名称,所在城市,专业中文名称,学位,专业英文名称,所属院系,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
86,新泽西理工学院,New Jersey Institute of Technology,"Newark, NJ",数据科学 ,PhD,Data Science - M.S.,计算机学院,两个方向：计算轨道和统计轨道。,,$75 ,秋季\春季,秋季：12月15日\春季：10月15日,3,79,6.5，小分不低于6.0,要求,不要求,,transcripts； letters of recommendation,https://www.njit.edu/admissions/how-apply-graduate-admissions,https://ds.njit.edu/phd-data-science
86,新泽西理工学院,New Jersey Institute of Technology,"Newark, NJ",商业数据科学-博士学位,PhD,Business Data Science - Ph.D.,管理学院,该计划将商业分析与统计学，计算机科学和工程学的科学方法相结合，以改善商业和管理方面的知识发现和决策。,,$75 ,秋季,12月15日;2月15日,3,79,6.5，小分不低于6.0,要求,要求,鼓励拥有商业、工程、计算机科学、数学或其他相关学科学士学位或更高学位的优秀学生申请,Statement of purpose；transcripts； letters of recommendation,https://management.njit.edu/admission-requirements,https://management.njit.edu/phd-program
89,福坦莫大学,Fordham University,"New York, NY",数据科学与数量经济学理学硕士,M.A.,Master of Science in Data Science and Quantitative Economics,文理研究生院,学生将通过我们全面的分析培训获得竞争优势，该培训将理论方法与使用最先进工具的实践经验相结合。这将使毕业生能够自信和专业地解决复杂的数据问题，使他们在当今数据驱动的世界中具有明显的优势。,3学期,$80 ,秋季,ROLL,3.0，过往均分3.45,100,7,要求，过往均分V160+Q156+4.0,不要求,需要基本的编程知识并熟悉 Python 编程。完成中级宏观经济学和微观经济学的课程，以及本科阶段的统计学和数学各至少一门课程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science-and-quantitative-economics/
89,福坦莫大学,Fordham University,"New York, NY",数据科学,MS,Master of Science in Data Science,文理研究生院,"在以下所有领域具有基本概念和最先进的学科学习：

机器学习/深度学习
大数据
生物信息学
计算机视觉
神经
自然语言处理
网络安全
计算社会科学
计算金融",,$80 ,春季,12 月 1 日,3.0，过往均分3.45,85，建议100,6.5，建议7.0,可选，过往均分V160+Q156+4.0,不要求,"先决条件
预计需要强调定量技能领域的本科学位，例如计算机科学、信息科学、工程、数学、物理科学、健康科学、商业、经济学、心理学、社会科学或城市和城市规划学位。
了解离散数学，概率和统计，包括排列，组合，描述性统计和基本概率概念。
需要基本的编程知识和熟悉Python编程。",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/
89,福坦莫大学,Fordham University,"New York, NY",数据科学,MS,Master of Science in Data Science,文理研究生院,"在以下所有领域具有基本概念和最先进的学科学习：

机器学习/深度学习
大数据
生物信息学
计算机视觉
神经
自然语言处理
网络安全
计算社会科学
计算金融",,$80 ,夏季,1月5日,3.0，过往均分3.45,85，建议100,6.5，建议7.0,可选，过往均分V160+Q156+4.0,不要求,"先决条件
预计需要强调定量技能领域的本科学位，例如计算机科学、信息科学、工程、数学、物理科学、健康科学、商业、经济学、心理学、社会科学或城市和城市规划学位。
了解离散数学，概率和统计，包括排列，组合，描述性统计和基本概率概念。
需要基本的编程知识和熟悉Python编程。",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/
89,福坦莫大学,Fordham University,"New York, NY",数据科学,MS,Master of Science in Data Science,文理研究生院,"在以下所有领域具有基本概念和最先进的学科学习：

机器学习/深度学习
大数据
生物信息学
计算机视觉
神经
自然语言处理
网络安全
计算社会科学
计算金融",,$80 ,秋季,1月5日；ROLL,3.0，过往均分3.45,85，建议100,6.5，建议7.0,可选，过往均分V160+Q156+4.0,不要求,"先决条件
预计需要强调定量技能领域的本科学位，例如计算机科学、信息科学、工程、数学、物理科学、健康科学、商业、经济学、心理学、社会科学或城市和城市规划学位。
了解离散数学，概率和统计，包括排列，组合，描述性统计和基本概率概念。
需要基本的编程知识和熟悉Python编程。",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/admissions-informationrequirements/,https://www.fordham.edu/academics/departments/computer-and-information-science/academic-programs/graduate-programs/master-of-science-in-data-science/
89,南佛罗里达大学,University of South Florida,"Tampa, FL",大数据分析,PhD,Big Data Analytics,商学院,"一个跨学科的STEM博士课程，专注于 用于处理数据和信息的系统和技术。与纯数据科学不同 计划，该计划包括信息和人类和社会影响 技术，引入认知、伦理、偏见和讲故事的关键组成部分 进入强大的大数据分析课程。主要研究领域：

大数据， 数据分析， 数据挖掘， 数据库管理， 统计计算， 伦理与人为因素， 人工智能， 机器学习， 数据科学， 实验设计",3年,$30 ,秋季,2月1日,3.0/4.0,79,6.5,要求,不要求,学士学位 （硕士学位优先）；入学不需要数学、统计学，计算机科学或相关学位，但必须有一定程度的技术培训和/或经验，包括领域 如通过数据结构进行计算机编程、数据库管理系统、 线性代数和网络以及图论。,Current curriculum vitae；transcript ；Personal statement of purpose/interest；Letters of recommendation,https://www.usf.edu/business/graduate/phd-data-analytics/application-process.aspx,https://www.usf.edu/business/graduate/phd-data-analytics/index.aspx
89,南佛罗里达大学,University of South Florida,"Tampa, FL",工业工程：数据智能硕士,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,为工程师，科学家和专业人士提供 具备提取情报所需的数据合成、建模和计算技能 以及来自数据的知识，并将其用于业务决策。包括决策智能、计算智能、通用数据智能三个专业方向,,$30 ,秋季,6月1日,3.0/4.0,79,6.5,300+3.0（Q156）,不要求,STEM学士学位，具有微积分，统计学和计算机的基本基础 需要编程才能应用，以及动手计算机编程经验。,transcripts;  letters of recommendation；Resume；Statement of Purpose ,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx
89,南佛罗里达大学,University of South Florida,"Tampa, FL",工业工程：数据智能硕士,MS,Industrial Engineering：Master of Science in Data Intelligence,工程学院,为工程师，科学家和专业人士提供 具备提取情报所需的数据合成、建模和计算技能 以及来自数据的知识，并将其用于业务决策。包括决策智能、计算智能、通用数据智能三个专业方向,,$30 ,春季,10月15日,3.0/4.0,79,6.5,300+3.0（Q156）,不要求,STEM学士学位，具有微积分，统计学和计算机的基本基础 需要编程才能应用，以及动手计算机编程经验。,transcripts;  letters of recommendation；Resume；Statement of Purpose ,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx,https://www.usf.edu/engineering/imse/graduate/ms-data-intelligence.aspx
89,南卫理公会大学,Southern Methodist University,"Dallas, TX",数据科学,PHD,Ph.D. in Data Science,人文与科学学院,该计划的核心课程包括计算机科学、运营管理、统计学和数据科学课程，选修课程超越了这些学科，包括数学、金融、市场营销、教育、心理学、化学、游戏设计、经济学等。,,$75 ,秋季,1月15日；5月1日,3,80，口语低于23需提交Video Essay,6.5，口语低于6.5需提交Video Essay,可选，推荐提交,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate
89,南卫理公会大学,Southern Methodist University,"Dallas, TX",数据科学与应用统计学硕士,MS,Data Science & Applied Statistics MS,人文与科学学院,为您准备了统计基础和批判性思维技能，以解决当今的问题以及今天甚至不存在的问题。,,$75 ,秋季,2月1日;5月1 日,3,80,6.5,可选，GPA低于3.0必须提交,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.smu.edu/graduate-studies-in-statistics-and-data-science,https://www.smu.edu/dedman/academics/departments/statistics/graduate
89,南卫理公会大学,Southern Methodist University,"Dallas, TX",运筹与分析,MS,M.S in OR and Analytics ,工程学院,为学生提供必要的分析能力和计算技能，以应对供应链管理、医疗保健、金融等领域的复杂组织挑战。你将通过案例研究和行业合作获得实践经验，应用分析和计算技术，如数学建模、概率、统计、优化和机器学习。我们的多学科方法确保毕业生准备好驾驭数据驱动决策的动态环境。,,$75 ,秋季,5月15日,3,80,6.5,要求，建议Q211,不接受,工程、数学、统计学、计算机科学、经济学或相关技术领域的学士学位。以前的课程作业，包括令人满意地完成至少六个学分的微积分、三个学分的线性代数和三个学分的高级语言计算机编程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics
89,南卫理公会大学,Southern Methodist University,"Dallas, TX",运筹与分析,MS,M.S in OR and Analytics ,工程学院,为学生提供必要的分析能力和计算技能，以应对供应链管理、医疗保健、金融等领域的复杂组织挑战。你将通过案例研究和行业合作获得实践经验，应用分析和计算技术，如数学建模、概率、统计、优化和机器学习。我们的多学科方法确保毕业生准备好驾驭数据驱动决策的动态环境。,,$75 ,春季,11月10日（春季开学期需跟学校确认是否招生）,3,80,6.5,要求，建议Q211,不接受,工程、数学、统计学、计算机科学、经济学或相关技术领域的学士学位。以前的课程作业，包括令人满意地完成至少六个学分的微积分、三个学分的线性代数和三个学分的高级语言计算机编程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/orem/ms-or-and-analytics
89,南卫理公会大学,Southern Methodist University,"Dallas, TX",M.S. 数据工程,MS,M.S. Data Engineering,工程学院,关注数据的获取、处理、安全、存储和管理。,,$75 ,秋季,5月15日,3,80,6.5,要求，建议Q223,不接受,工程学科、定量科学、数学或计算机科学之一的学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering
89,南卫理公会大学,Southern Methodist University,"Dallas, TX",MS 数据中心系统工程,MS,M.S. Datacenter Systems Engineering,工程学院,为积极从事或寻求进入数字基础设施领域的专业人士而设计，包括数据管理和有用信息的提取、计算机网络、虚拟化和安全。,,$75 ,秋季,5月15日,3,80,6.5,要求，建议Q224,不接受,理学学士工程学科之一，计算机科学，定量科学或数学之一。至少两年的大学水平数学，包括一年的大学水平微积分。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng
89,南卫理公会大学,Southern Methodist University,"Dallas, TX",M.S. 数据工程,MS,M.S. Data Engineering,工程学院,关注数据的获取、处理、安全、存储和管理。,,$75 ,春季,11月10日（春季开学期需跟学校确认是否招生）,3,80,6.5,要求，建议Q223,不接受,工程学科、定量科学、数学或计算机科学之一的学士学位。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-data-engineering
89,南卫理公会大学,Southern Methodist University,"Dallas, TX",MS 数据中心系统工程,MS,M.S. Datacenter Systems Engineering,工程学院,为积极从事或寻求进入数字基础设施领域的专业人士而设计，包括数据管理和有用信息的提取、计算机网络、虚拟化和安全。,,$75 ,春季,11月10日（春季开学期需跟学校确认是否招生）,3,80,6.5,要求，建议Q224,不接受,理学学士工程学科之一，计算机科学，定量科学或数学之一。至少两年的大学水平数学，包括一年的大学水平微积分。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.smu.edu/lyle/apply-now/faqs,https://www.smu.edu/lyle/departments/multidisciplinary-programs/ms-datacenter-systems-eng
89,天普大学,Temple University,"Philadelphia, PA",统计与数据科学,MS,Statistics and Data Science,商学院,统计与数据科学理学硕士课程侧重于培养有抱负的统计学家和数据科学家掌握先进的统计方法及其实际应用。它提供个性化的毕业生体验，根据个人需求量身定制选修课，强调与现实世界的相关性。毕业生为不同部门的职业和/或高级研究做好了充分的准备。,,US$60 ,秋季,12月15日；3月1日,3.0/4.0,79,6.5,要求,要求,候选人必须具有学士学位,Transcripts；Essays；Letters of Recommendation；Résumé；,https://www.temple.edu/academics/schools-and-colleges/fox-school-of-business-and-management/fox-grad-specialized-master-s-admissions?p=18571,https://www.temple.edu/academics/degree-programs/statistics-and-data-science-ms-bu-sdsc-ms
89,天普大学,Temple University,"Philadelphia, PA",计算数据科学硕士,MS,Computational Data Science MS,科学技术学院,将深入研究计算分析，并探索计算机科学、数学和统计学中的技术和理论。在整个课程中，您将学习如何分析大量数据并发现推动前沿发展所需的知识。,,US$60 ,秋季、春季,秋季：1月15日、春季：8月1日,3.0/4.0,85,7,要求,不要求,,Transcripts；Statement of Goals；Letters of Recommendation；Résumé,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms/cst-grad-computational-data-science-admissions,https://www.temple.edu/academics/degree-programs/computational-data-science-ms-st-cds-ms
93,爱荷华大学,University of Iowa,"Iowa City, IA",统计学—数据科学,Ph.D,Statistics—data science,文理学院,,,$100 ,秋季,1月15日，4月15日,要求,85，低于100需参加校内英语水平考试,"7,小分不低于6（总分低于8.0，需参加校内英语水平考试）",要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.admissions.uiowa.edu/academics/statistics-ms-or-phd,https://stat.uiowa.edu/graduate/phd-statistics
93,爱荷华大学,University of Iowa,"Iowa City, IA",数据科学,MS,data science,文理学院,,,$100 ,秋季,4月15日,要求,81，低于100需参加校内英语水平考试,"7,小分不低于6（总分低于8.0，需参加校内英语水平考试）",不要求,不接受,应有3个学期的微积分，一个学期的线性代数和一个学期的计算机编程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science
93,爱荷华大学,University of Iowa,"Iowa City, IA",数据科学,MS,data science,文理学院,,,$100 ,春季,10月1日,要求,81，低于100需参加校内英语水平考试,"7,小分不低于6（总分低于8.0，需参加校内英语水平考试）",不要求,不接受,应有3个学期的微积分，一个学期的线性代数和一个学期的计算机编程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://grad.admissions.uiowa.edu/academics/data-science-ms,https://stat.uiowa.edu/graduate/ms-data-science
93,奥本大学,Auburn University,"Auburn, AL",数据科学与工程–数据工程选项,MS,Data Science and Engineering – Data Engineering Option,工程学院,该计划融合了数据挖掘、机器学习和统计学习等核心主题的研究生课程。,,$70 ,秋季,开学前90天,3,79，小分不低于16,6.5,建议提交,不要求,拥有计算机科学、软件工程、数学、统计学或同等学科的学士学位，或在信息技术或应用数学和统计学方面的重要工作经验将是有益的。没有计算机科学或软件工程学士学位的学生可以被录取进入这个新的研究生课程，因为该课程有一套桥梁课程，可以让这些学生在开始学习更高级的课程之前快速掌握。,transcripts ；Letters of Recommendation；Personal Statements；Curriculum Vitae or resume,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/
93,奥本大学,Auburn University,"Auburn, AL",数据科学与工程–数据工程选项,MS,Data Science and Engineering – Data Engineering Option,工程学院,该计划融合了数据挖掘、机器学习和统计学习等核心主题的研究生课程。,,$70 ,春季,开学前90天,3,79，小分不低于16,6.5,建议提交,不要求,拥有计算机科学、软件工程、数学、统计学或同等学科的学士学位，或在信息技术或应用数学和统计学方面的重要工作经验将是有益的。没有计算机科学或软件工程学士学位的学生可以被录取进入这个新的研究生课程，因为该课程有一套桥梁课程，可以让这些学生在开始学习更高级的课程之前快速掌握。,transcripts ；Letters of Recommendation；Personal Statements；Curriculum Vitae or resume,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/
93,奥本大学,Auburn University,"Auburn, AL",数据科学与工程–数据科学选修课,MS,Data Science and Engineering – Data Science Option,科学与数学学院,该计划为学生在数据科学和工程领域的职业生涯做好准备，其中有价值的见解来自大量的原始数据。我们的课程在理论和应用之间提供平衡，为学生提供与下一代大数据应用相关的基本技能和最先进的方法。该计划融合了数据挖掘、机器学习和统计学习等核心主题的研究生课程，并包括各种选修课和顶峰体验，学生将他们的知识和技能应用于现实世界的应用场景.,,$70 ,秋季,开学前90天,3,79，小分不低于16,6.5,建议提交,不要求,,transcripts ；Letters of Recommendation；Personal Statements；Curriculum Vitae or resume,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/
93,奥本大学,Auburn University,"Auburn, AL",数据科学与工程–数据科学选修课,MS,Data Science and Engineering – Data Science Option,科学与数学学院,该计划为学生在数据科学和工程领域的职业生涯做好准备，其中有价值的见解来自大量的原始数据。我们的课程在理论和应用之间提供平衡，为学生提供与下一代大数据应用相关的基本技能和最先进的方法。该计划融合了数据挖掘、机器学习和统计学习等核心主题的研究生课程，并包括各种选修课和顶峰体验，学生将他们的知识和技能应用于现实世界的应用场景.,,$70 ,秋季,开学前90天,3,79，小分不低于16,6.5,建议提交,不要求,,transcripts ；Letters of Recommendation；Personal Statements；Curriculum Vitae or resume,https://www.auburn.edu/cosam/dse/admissions.htm,https://www.auburn.edu/cosam/dse/
93,贝勒大学,Baylor University,"Waco, TX",统计科学：数据科学,Ph.D.,Statistical Science  Concentration in Data Science,文理学院,专注于与数据科学相关的统计的特定领域。,,$50 ,夏季,1月15日,3,80,6.5,要求,不要求,学生必须具有线性（矩阵）代数和多变量微积分的坚实基础，以及一些统计学背景。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://statistics.artsandsciences.baylor.edu/graduate/how-apply,https://statistics.artsandsciences.baylor.edu/graduate/doctor-philosophy-phd
98,德雷塞尔大学,Drexel University,"Philadelphia, PA",数据科学硕士,MS,MS in Data Science,计算与信息学院,对于具有技术背景的学生： 您将从提供机器学习、数据密集型计算、大规模数据管理、算法和数据伦理、数据可视化和认知系统方面的实践重点但技术严谨的培训的课程中进行选择。对于没有技术背景的学生：您将学习如何管理和利用数据资产进行实际决策和问题解决、建模和相关活动。学习计划为您提供应用数据科学主题的全面概述，包括数据组织和管理、挖掘、检索、可视化和分析。,1.5年,$65 ,秋季,6月1日,3,90,6.5,不要求,不要求,那些在计算机科学、软件工程或数学（加上编程）方面没有学位或足够工作经验的人可能需要在攻读高级计算机科学课程之前参加额外的先决条件。,transcripts； letters of recommendation；Professional Resume；Essay；personal statement ,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/
98,德雷塞尔大学,Drexel University,"Philadelphia, PA",数据科学硕士,MS,MS in Data Science,计算与信息学院,对于具有技术背景的学生： 您将从提供机器学习、数据密集型计算、大规模数据管理、算法和数据伦理、数据可视化和认知系统方面的实践重点但技术严谨的培训的课程中进行选择。对于没有技术背景的学生：您将学习如何管理和利用数据资产进行实际决策和问题解决、建模和相关活动。学习计划为您提供应用数据科学主题的全面概述，包括数据组织和管理、挖掘、检索、可视化和分析。,1.5年,$65 ,冬季,10月15日,3,90,6.5,不要求,不要求,那些在计算机科学、软件工程或数学（加上编程）方面没有学位或足够工作经验的人可能需要在攻读高级计算机科学课程之前参加额外的先决条件。,transcripts； letters of recommendation；Professional Resume；Essay；personal statement ,https://drexel.edu/academics/grad-professional-programs/cci/data-science,https://drexel.edu/cci/academics/masters-programs/ms-in-data-science/
98,德雷塞尔大学,Drexel University,"Philadelphia, PA",信息科学博士 ,PhD,PhD in Information Science,计算与信息学院,通过信息科学、数据科学和以人为本的计算基础为学生提供学科广度,,$65 ,秋季, 12月15日；3月15日,3,90,6.5,要求,不要求,,transcripts； letters of recommendation；Professional Resume；Essay；personal statement ,https://drexel.edu/academics/grad-professional-programs/cci/information-science,https://drexel.edu/cci/academics/doctoral-programs/phd-information-science/
98,俄勒冈大学,University of Oregon,"Eugene, OR",数据科学,MS,Data Science,Phil and Penny Knight Campus for Accelerating Scientific Impact,,,$90 ,,即将推出，请关注项目网站最新信息,,,,,,,Official Transcripts；Financial Verification for International Applicants；Interview (for admitted students)；Letters of Recommendation；Statement of Purpose；Resume (strongly recommended),https://internship.uoregon.edu/apply,https://internship.uoregon.edu/
98,罗格斯大学卡姆登分校,"Rutgers University, Camden","Camden, NJ",计算机科学硕士,M.S.,COMPUTER SCIENCE M.S.,文理研究生院,课程专注于科学计算，为学生在科学、工程或金融领域从事数据密集型职业做好准备。该计划为针对当前和新兴计算应用量身定制的算法和编程提供了坚实的基础。,4-5个学期,US$70 ,秋季；春季,秋季：5月15日；春季：10月15日,3.0，Applicants from Chinese institutions can request and submit official transcripts directly through CSSD,100,7,GRE成绩优先，但不是必需的,不要求,在线性代数和多变量微积分方面有坚实的基础。基础科学或工程领域的学士学位是首选，但不是必需的。,transcript(s) ；letters of recommendation；personal statement ,https://graduateschool.camden.rutgers.edu/computer-science-m-s/,https://cs.camden.rutgers.edu/graduate/
98,罗格斯大学卡姆登分校,"Rutgers University, Camden","Camden, NJ",数据科学理学硕士,M.S.,DATA SCIENCE M.S.,文理研究生院,课程提供尖端课程，旨在为学生提供在快速发展的数据科学领域茁壮成长所需的技能和专业知识。无论您是想开始您的职业生涯还是在当前职位上取得进步，我们的计划都为成功奠定了坚实的基础。,4-5个学期,US$70 ,秋季；春季,秋季：5月15日；春季：10月15日,3.0，Applicants from Chinese institutions can request and submit official transcripts directly through CSSD,100,7,要求,不要求,本科学位,transcript(s) ；letters of recommendation；personal statement  ,https://graduateschool.camden.rutgers.edu/data-science-m-s/,https://datascience.camden.rutgers.edu/
98,罗切斯特理工学院,Rochester Institute of Technology,"Rochester, NY",数据科学硕士  ,MS,Data Science MS  ,罗切斯特理工学院,数据科学学位为你提供实践和理论技能，以应对当今数据驱动型组织中出现的大规模数据管理和分析挑战。该计划吸引了希望提高技能的专业人士，并包括在数据科学及其各个应用领域内进行定制课程的机会。,2年,US$65 ,秋季,ROLL,3,88,6.5,要求,不要求,持有认可大学或学院的学士学位,Transcript(s)；Resume or Curriculum Vitae (CV)；Letters of Recommendation；personal statement of educational objectives；Writing samples are optional,https://www.rit.edu/study/data-science-ms,https://www.rit.edu/study/data-science-ms
98,伊利诺伊理工学院,Illinois Institute of Technology,"Chicago, IL",经济学和数据分析（理学硕士）,M.S.,Economics and Data Analytics (M.S.),商学院,经济学和数据分析硕士课程是与行业专家协商开发的，涵盖了经济学和数据分析领域的关键技能和知识,,$100 ,秋季、春季,秋季：1月31日（鼓励在此优先截止日期前递交申请）；6月15日。春季：10月1日（鼓励在此优先截止日期前递交申请）；11月15日,3.0/4.0,80，小分不低于20,6.5，小分不低于6.0,不要求,不要求,建议在一定程度上具备定量背景,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/economics-and-data-analytics-ms
98,伊利诺伊理工学院,Illinois Institute of Technology,"Chicago, IL",数据科学硕士—应用科学硕士 （M.A.S.）,M.A.S,Data Science Master’s—Master of Applied Science (M.A.S.),计算机学院,"研究生课程将挑战您通过计算基础、计算机科学应用和数学以新颖的方式分析技术数据和结果。您的课程作业将包括：

数据库组织
数据挖掘
机器学习
大数据技术
图论与应用",,$100 ,秋季、春季,秋季：1月31日（鼓励在此优先截止日期前递交申请）；6月15日。春季：10月1日（鼓励在此优先截止日期前递交申请）；11月15日,3.0/4.0,80，小分不低于20,6.5，小分不低于6.0,304,不要求,均分3.0以上可以申请豁免GRE要求；学士学位，不一定是计算机科学。申请人将根据个人情况进行评估，但应具备离散数学，线性代数，概率，统计学，关系数据库和一些编程语言（如MATLAB，C++，Java，Python或Ruby）的基本知识。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/data-science-mas
105,科罗拉多大学博尔德分校,"University of Colorado, Boulder","Boulder, CO",数据科学专业硕士,MS,Professional Master's in Data Science,工程与应用科学学院,数据科学理学硕士课程侧重于发展跨学科和协作数据科学能力的知识和技能，包括统计分析、数据结构和算法、数据挖掘、机器学习、大数据架构和数据可视化。,,$80 ,秋季,1月15日,2.75,80,6,不要求,不接受,获得认可的学院或大学的学士学位（或已完成与此类学位所需的工作相当的工作）,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.colorado.edu/program/data-science/campus/admissions,https://www.colorado.edu/program/data-science/
105,科罗拉多大学博尔德分校,"University of Colorado, Boulder","Boulder, CO",统计学和数据科学,MS,Statistics and Data Science,工程与应用科学学院,该课程为具有数学基础的学生提供了发展和提升他们在大数据革命核心的统计学、数据科学和计算方面的跨学科知识和技能的机会。毕业生将准备好领导一个科学团队并与其他学科的同事合作，以确保错综复杂的项目取得成功。,,$80 ,秋季,1月15日,3,80,6,不要求,不接受,"获得认可的学院或大学的学士学位或同等学历。
GPA至少为3.0。
有计算经验，例如 R、Python、C、C++ 或 MATLAB。使用 UNIX 的经验可能会有所帮助。
需要完成严格的微积分序列和线性代数。强烈需要更高级的课程，例如概率论、统计学概论和高级微积分（分析）。其他高级课程，例如偏微分方程、复分析或数值分析也将是有益的。",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics
105,科罗拉多大学博尔德分校,"University of Colorado, Boulder","Boulder, CO",统计学和数据科学,MS,Statistics and Data Science,工程与应用科学学院,该课程为具有数学基础的学生提供了发展和提升他们在大数据革命核心的统计学、数据科学和计算方面的跨学科知识和技能的机会。毕业生将准备好领导一个科学团队并与其他学科的同事合作，以确保错综复杂的项目取得成功。,,$80 ,春季,10月1日,3,80,6,不要求,不接受,"获得认可的学院或大学的学士学位或同等学历。
GPA至少为3.1。
有计算经验，例如 R、Python、C、C++ 或 MATLAB。使用 UNIX 的经验可能会有所帮助。
需要完成严格的微积分序列和线性代数。强烈需要更高级的课程，例如概率论、统计学概论和高级微积分（分析）。其他高级课程，例如偏微分方程、复分析或数值分析也将是有益的。",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics
105,美利坚大学,American University,"Washington, DC",定量分析MS,MS,Quantitative Analysis MS,文理学院,定量分析理学硕士将教你使用数学来理解和预测行为和事件。通过将严格的数学培训与管理课程相结合，我们的课程将为您在生物统计学、金融研究、市场风险分析、统计分析、统计和定量分析等领域的职业做好充分准备。,,$55 ,秋季,暂停招生,3,100,7,要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/
