大学英文名称,学位,专业英文名称,所属院系,招生网址,专业网址,申请费减免,判断状态,有效回答数,总回答数,Response 1 分类,Response 2 分类,Response 3 分类
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
"University of Colorado, Boulder",MS,Statistics and Data Science,工程与应用科学学院,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics,applicable,只有一个有效回答,1,3,applicable,invalid,invalid
American University,MS,Quantitative Analysis MS,文理学院,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
American University,MS,Quantitative Analysis MS,文理学院,https://www.american.edu/cas/mathstat/quantitative/requirements.cfm,https://www.american.edu/cas/mathstat/quantitative/,applicable,所有2个有效回答一致,2,3,applicable,invalid,applicable
American University,MS,Data Science MS,文理学院,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,,"平票: {'not_applicable': 1, 'applicable': 1}",2,3,not_applicable,invalid,applicable
American University,MS,Data Science MS,文理学院,https://www.american.edu/programs/shared/data-science/admissions.cfm,https://www.american.edu/programs/shared/data-science/index.cfm,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
American University,MS,MS Analytics,商学院,https://kogod.american.edu/programs-admissions/masters/analytics/admissions,https://kogod.american.edu/programs-admissions/masters/analytics,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,not applicable,只有一个有效回答,1,3,invalid,not_applicable,invalid
Yeshiva University,MS,Data Analytics and Visualization (MS),科学与卫生学院,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/data-analytics,not applicable,只有一个有效回答,1,2,invalid,invalid,not_applicable
University of San Francisco,MS,Data Science (formerly Analytics),文理学院,https://www.usfca.edu/arts-sciences/graduate-programs/data-science/how-to-apply,https://www.usfca.edu/arts-sciences/graduate-programs/data-science,applicable,所有2个有效回答一致,2,2,applicable,applicable,invalid
University of Arizona,MS,Statistics and Data Science (MS),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
University of Arizona,PHD,Statistics and Data Science (PHD),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHD,https://gidp.arizona.edu/stat,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
University of Arizona,PHD,Statistics and Data Science (PHD) - Statistical Informatics,研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHDSDSI,https://gidp.arizona.edu/stat,not applicable,只有一个有效回答,1,3,invalid,not_applicable,invalid
University of Arizona,MS,Statistics and Data Science (MS),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSMS,https://gidp.arizona.edu/stat,not applicable,Majority vote: 2/3,3,3,not_applicable,not_applicable,applicable
University of Arizona,PHD,Statistics and Data Science (PHD),研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHD,https://gidp.arizona.edu/stat,not applicable,所有3个有效回答一致,3,3,not_applicable,not_applicable,not_applicable
University of Arizona,PHD,Statistics and Data Science (PHD) - Statistical Informatics,研究生院跨学科课程,https://grad.arizona.edu/catalog/programinfo/STATDSPHDSDSI,https://gidp.arizona.edu/stat,,所有回答无效,0,3,invalid,invalid,invalid
University of Utah,MS,Computing—Data Management and Analysis,工程学院,https://www.cs.utah.edu/graduate/admissions/,https://www.cs.utah.edu/graduate/graduate-tracks/,applicable,Majority vote: 2/3,3,3,applicable,not_applicable,applicable
University of Utah,Ph.D.,Computing—Data Management and Analysis,工程学院,https://www.cs.utah.edu/graduate/admissions/,https://www.cs.utah.edu/graduate/graduate-tracks/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Utah,M.S.T.,Master of Science and Technology：COMPUTATIONAL AND DATA SCIENCE,跨学科项目,https://pmst.utah.edu/admissions/,https://pmst.utah.edu/,not applicable,Majority vote: 2/3,3,3,not_applicable,applicable,not_applicable
University of Utah,M.S.T.,Master of Science and Technology：COMPUTATIONAL AND DATA SCIENCE,跨学科项目,https://pmst.utah.edu/admissions/,https://pmst.utah.edu/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Denver,MS,DATA SCIENCE,工程与计算机科学学院,https://www.du.edu/academics/admission-steps/data-science-ms-2022-2023,https://ritchieschool.du.edu/academics-education/gr-programs/ms-data-science,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Vermont,MS,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Vermont,PHD,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Vermont,MS,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
University of Vermont,PHD,Complex Systems and Data Science ,工程与数学科学学院,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,http://www.uvm.edu/~cmplxsys/teaching-learning/ms-in-complex-systems-and-data-science/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Loyola University Chicago,MSBDA,MS in Business Data Analytics,商学院,https://www.luc.edu/quinlan/masters/business-data-analytics/admission/,https://www.luc.edu/quinlan/masters/business-data-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
Clark University,MS,Data Analytics*,专业学院,https://www.clarku.edu/graduate-education/admissions/how-to-apply-graduate-admissions-requirements/,https://www.clarku.edu/academics/graduate/programs/masters/masters-in-data-analytics/,applicable,所有3个有效回答一致,3,3,applicable,applicable,applicable
