排名,大学名称,大学英文名称,所在城市,专业中文名称,专业英文名称,所属院系,所属院系（英文）,所属院系网址,学位,专业领域,课程长度,申请费（美元),开学期,截止日期,GPA,托福,雅思,GRE,GMAT,学术背景,材料要求,招生网址,专业网址
98,罗格斯大学卡姆登分校,"Rutgers University, Camden","Camden, NJ",数学科学理学硕士,MATHEMATICAL SCIENCES M.S.,文理研究生院,Graduate School of Arts and Sciences,https://graduateschool.camden.rutgers.edu,M.S.,有机会专攻：纯粹数学（纯数学课程侧重于数学的理论方面，让您深入研究代数、几何、分析和拓扑等领域。）、应用与计算数学（应用和计算数学课程强调数学的实际应用，包括数学建模、数值分析、优化和数据分析。）,4-5个学期,US$70,秋季；春季,秋季：5月15日；春季：10月15日,3.0，Applicants from Chinese institutions can request and submit official transcripts directly through CSSD,100,7,要求,不要求,完成科学或数学本科学位,transcript(s) ；letters of recommendation；personal statement or statement  ,https://graduateschool.camden.rutgers.edu/mathematical-sciences/,https://math.camden.rutgers.edu/programs/graduate/
98,罗切斯特理工学院,Rochester Institute of Technology,"Rochester, NY",应用与计算数学硕士 ,Applied and Computational Mathematics MS ,数学与统计学院,School of Mathematics and Statistics,https://www.rit.edu/science/schools-centers/mathematics-statistics,MS,应用和计算数学硕士学位提高了你应用数学模型和方法来研究一系列问题的能力，重点是开发和实施计算解决方案。复杂的数学工具越来越多地用于解决管理科学、工程、生物学、金融投资组合规划、设施规划、动态系统控制和复合材料设计中的问题。,2年,US$65,秋季,2 月 15 日优先截止日期，此后滚动,3,79,6.5,不要求,不要求,数学或相关领域的学士学位,Transcript(s)；Resume or Curriculum Vitae (CV)；Letters of Recommendation；personal statement of educational objectives；Writing samples are optional,https://www.rit.edu/study/applied-and-computational-mathematics-ms,https://www.rit.edu/study/applied-and-computational-mathematics-ms
98,罗切斯特理工学院,Rochester Institute of Technology,"Rochester, NY",数学建模博士 ,Mathematical Modeling Ph.D. ,数学与统计学院,School of Mathematics and Statistics,https://www.rit.edu/science/schools-and-centers/school-mathematics-and-statistics,Ph.D.,数学建模博士使你能够开发数学模型来调查、分析、预测和解决从医学、工程和商业到物理和科学等一系列领域的行为。,5年,US$65,秋季,1 月 15 日优先截止日期，此后滚动,3,100,7,不要求,不要求,持有认可大学或学院的学士学位,Transcript(s)；Letters of Recommendation；Statement of Purpose for Research,https://www.rit.edu/study/mathematical-modeling-phd,https://www.rit.edu/study/mathematical-modeling-phd
98,伊利诺伊理工学院,Illinois Institute of Technology,"Chicago, IL",应用数学（M.A.S.）,Applied Mathematics (M.A.S.),计算机学院,College of Computing,https://www.iit.edu/computing,M.A.S,在我们的案例研究和项目设计课程中，学习使用数学、计算和统计方法来解决问题。学科范围从财务到运营再到精算学。,15 个月,$100 ,秋季、春季,秋季：1月31日（鼓励在此优先截止日期前递交申请）；6月15日。春季：10月1日（鼓励在此优先截止日期前递交申请）；11月15日,3.0/4.0,80，小分不低于20,6.5，小分不低于6.0,304+2.5,不要求,均分3.0以上可以申请豁免GRE要求；申请人必须拥有数学、科学、工程、商业或同等学位的学士学位；申请人应参加以下或同等课程：微分方程、矩阵或线性代数、概率或统计，以及计算机编程语言，如 Matlab、C 或 R。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/applied-mathematics-mas
98,伊利诺伊理工学院,Illinois Institute of Technology,"Chicago, IL",应用数学（理学硕士）,Applied Mathematics (M.S.),计算机学院,College of Computing,https://www.iit.edu/college-of-computing,M.S.,该计划提供五个专业：工业数学、随机计算、离散计算和优化、数据科学的计算统计和定量风险管理。,,$100 ,秋季、春季,秋季：1月31日（鼓励在此优先截止日期前递交申请）；6月15日。春季：10月1日（鼓励在此优先截止日期前递交申请）；11月15日,3.0/4.0,80，小分不低于20,6.5，小分不低于6.0,304+2.5,不要求,均分3.0以上可以申请豁免GRE要求；入学通常需要数学、应用数学或相关定量领域的学士学位。学位在其他领域且数学背景较强的候选人也有资格被录取并鼓励申请。除了满足所有其他学位要求外，还必须满足所有本科先修课程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/applied-mathematics-ms
98,伊利诺伊理工学院,Illinois Institute of Technology,"Chicago, IL",应用数学（博士）,Applied Mathematics (Ph.D.),计算机学院,College of Computing,https://www.iit.edu/computing,Ph.D.,课程涵盖应用数学和统计学的广泛主题，包括数据科学、金融技术、计算决策科学和运筹学等热门研究生课程提供的数学课程。,,$100 ,秋季,1月31日,3.0/4.0,80，小分不低于20,6.5，小分不低于6.0,304+3.0,不要求,该计划通常需要数学或应用数学学士学位。学位在其他领域且数学背景较强的候选人也有资格被录取并鼓励申请。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.iit.edu/admissions-aid/graduate-admission/international-students,https://www.iit.edu/academics/programs/applied-mathematics-phd
105,圣路易斯大学,Saint Louis University,"St. Louis, MO",数学文学硕士,Master of Arts in Mathematics,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/,MA,,,$65 ,秋季,1月1日；5月1日,WES和ECE认证,80,6.5,要求,不要求,申请者应具有数学学士学位或已修读同等课程,Statement of purpose；transcripts； letters of recommendation,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php
105,圣路易斯大学,Saint Louis University,"St. Louis, MO",数学文学硕士,Master of Arts in Mathematics,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/,MA,,,$65 ,春季,10月1日,WES和ECE认证,80,6.5,要求,不要求,申请者应具有数学学士学位或已修读同等课程,Statement of purpose；transcripts； letters of recommendation,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-ma.php
105,圣路易斯大学,Saint Louis University,"St. Louis, MO",数学哲学博士 ,Doctor of Philosophy in Mathematics ,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/,PhD,,,$65 ,秋季,1月1日；5月1日,WES和ECE认证,80,6.5,要求,不要求,申请人应具有数学硕士学位或学士学位，其中应包括一年的代数，分析或拓扑学课程。,Statement of purpose；transcripts； letters of recommendation,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php
105,圣路易斯大学,Saint Louis University,"St. Louis, MO",数学哲学博士 ,Doctor of Philosophy in Mathematics ,文理学院,College of Arts and Sciences,https://www.slu.edu/arts-and-sciences/,PhD,,,$65 ,春季,10月1日,WES和ECE认证,80,6.5,要求,不要求,申请人应具有数学硕士学位或学士学位，其中应包括一年的代数，分析或拓扑学课程。,Statement of purpose；transcripts； letters of recommendation,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php,https://www.slu.edu/arts-and-sciences/academics/degrees/graduate/mathematics-phd.php
105,科罗拉多大学博尔德分校,"University of Colorado, Boulder","Boulder, CO",应用数学,Applied Math,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,MS,学生可以定制最适合他们个人和职业目标的方向。学生可以灵活地定制课程以满足他们的需求，或者选择专注于我们的主要教师是专家的领域，包括数学生物学、金融数学和计算数学,,$80 ,秋季,1月15日,3,100,7,不要求,不接受,"获得认可的学院或大学的学士学位或同等学历。
GPA至少为3.2。
有计算经验，例如 R、Python、C、C++ 或 MATLAB。使用 UNIX 的经验可能会有所帮助。
需要完成严格的微积分序列和线性代数。强烈需要更高级的课程，例如概率论、统计学概论和高级微积分（分析）。其他高级课程，例如偏微分方程、复分析或数值分析也将是有益的。",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics
105,科罗拉多大学博尔德分校,"University of Colorado, Boulder","Boulder, CO",应用数学,Applied Math,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,MS,学生可以定制最适合他们个人和职业目标的方向。学生可以灵活地定制课程以满足他们的需求，或者选择专注于我们的主要教师是专家的领域，包括数学生物学、金融数学和计算数学,,$80 ,春季,10月1日,3,100,7,不要求,不接受,"获得认可的学院或大学的学士学位或同等学历。
GPA至少为3.3。
有计算经验，例如 R、Python、C、C++ 或 MATLAB。使用 UNIX 的经验可能会有所帮助。
需要完成严格的微积分序列和线性代数。强烈需要更高级的课程，例如概率论、统计学概论和高级微积分（分析）。其他高级课程，例如偏微分方程、复分析或数值分析也将是有益的。",transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.colorado.edu/amath/academics/ms-applied-mathematics/admissions-requirements,https://www.colorado.edu/amath/academics/ms-applied-mathematics
105,科罗拉多大学博尔德分校,"University of Colorado, Boulder","Boulder, CO",应用数学,Applied Math,工程与应用科学学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences/,PHD,"博士学位 学生可以由核心教师提供建议，也可以由参与应用数学的附属机构共同提供建议，这在物理、生物、计算或工程科学的许多领域创造了绝对独特的学习体验。凭借如此多元化的教师队伍，学生可以通过调查众多正在进行的教师项目来探索他们的学术和研究兴趣。学习和研究领域
计算数学
数学生物学
数学地球科学
应用非线性偏微分方程和动力学
统计和数据科学
随机过程和应用",,$80 ,秋季,10月1日,3,100,7,不要求,不接受,修读高等应用数学课程（如实分析、偏微分方程、数值分析等），并获得A。有研究经验,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.colorado.edu/amath/academics/doctoral-program/applying-graduate-school/graduate-application-checklist,https://www.colorado.edu/amath/academics/doctoral-program
105,科罗拉多大学博尔德分校,"University of Colorado, Boulder","Boulder, CO",数学,Mathematics,文理学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences/,Ph.D,目前的研究领域包括代数、代数几何、分析、组合学和谎言理论、微分方程、微分几何、逻辑和基础、数论、概率、拓扑学和相关领域。,,$80 ,秋季,12月1日,2.75,100,7,GRE 数学科目考试是可选的，但强烈推荐。没有 GRE 成绩的申请将被考虑，但 GRE 数学科目成绩高于 550 将加强申请,不接受,申请人必须持有经认可的学院或大学的学士学位，或已完成与此类学位所需的工作相当的工作。如果这个学位不是数学，申请人必须完成相当数量的数学课程，为研究生学习做准备。特别是，建议申请人至少参加过基于证明的实分析和抽象代数课程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.colorado.edu/math/graduate-program/prospective-students/admissions-procedures,https://www.colorado.edu/math/graduate-program/graduate-program
105,科罗拉多大学博尔德分校,"University of Colorado, Boulder","Boulder, CO",数学,Mathematics,文理学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences,MA,目前的研究领域包括代数、代数几何、分析、组合学和谎言理论、微分方程、微分几何、逻辑和基础、数论、概率、拓扑学和相关领域。,,$80 ,秋季,12月1日,2.75,100,7,GRE 数学科目考试是可选的，但强烈推荐。没有 GRE 成绩的申请将被考虑，但 GRE 数学科目成绩高于 550 将加强申请,不接受,申请人必须持有经认可的学院或大学的学士学位，或已完成与此类学位所需的工作相当的工作。如果这个学位不是数学，申请人必须完成相当数量的数学课程，为研究生学习做准备。特别是，建议申请人至少参加过基于证明的实分析和抽象代数课程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.colorado.edu/math/graduate-program/prospective-students/admissions-procedures,https://www.colorado.edu/math/graduate-program/graduate-program
105,科罗拉多大学博尔德分校,"University of Colorado, Boulder","Boulder, CO",数学,Mathematics,文理学院,College of Arts and Sciences,https://www.colorado.edu/artsandsciences/,MS,目前的研究领域包括代数、代数几何、分析、组合学和谎言理论、微分方程、微分几何、逻辑和基础、数论、概率、拓扑学和相关领域。,,$80 ,秋季,12月1日,2.75,100,7,GRE 数学科目考试是可选的，但强烈推荐。没有 GRE 成绩的申请将被考虑，但 GRE 数学科目成绩高于 550 将加强申请,不接受,申请人必须持有经认可的学院或大学的学士学位，或已完成与此类学位所需的工作相当的工作。如果这个学位不是数学，申请人必须完成相当数量的数学课程，为研究生学习做准备。特别是，建议申请人至少参加过基于证明的实分析和抽象代数课程。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.colorado.edu/math/graduate-program/prospective-students/admissions-procedures,https://www.colorado.edu/math/graduate-program/graduate-program
105,美利坚大学,American University,"Washington, DC",信息与安全-数学MS,Mathematics of Info & Security MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/,MS,通过密码学、贝叶斯统计和数值分析等主题的核心课程，学生将接触到数据问题背后的理论以及解决方案策略、计算机算法以及可以应用这些方法的前沿研究。,,$55 ,秋季,2月1日,3,100,7,要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.american.edu/cas/mathstat/ms/requirements.cfm,https://www.american.edu/cas/mathstat/ms/
105,美利坚大学,American University,"Washington, DC",信息与安全-数学MS,Mathematics of Info & Security MS,文理学院,College of Arts & Sciences,https://www.american.edu/cas/,MS,通过密码学、贝叶斯统计和数值分析等主题的核心课程，学生将接触到数据问题背后的理论以及解决方案策略、计算机算法以及可以应用这些方法的前沿研究。,,$55 ,春季,11月1日,3,100,7,要求,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.american.edu/cas/mathstat/ms/requirements.cfm,https://www.american.edu/cas/mathstat/ms/
105,叶史瓦大学,Yeshiva University,"New York, NY",数学  （MA）,Mathematics (MA),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz,MA,在数学硕士课程中，学生将在高等数学方面打下坚实的基础，并培养数学建模、数值应用和数据分析方面的技能，以便在各种职业中取得成功。,,$55 ,秋季,6 月 1 日；ROLL,要求,100,7,要求,不接受,必须拥有经认可的学院或大学的学士学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-ma
105,叶史瓦大学,Yeshiva University,"New York, NY",数学科学（博士）,Mathematical Sciences (PhD),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz,Ph.D,数学科学博士强调复杂系统的许多方面，后者采用抽象或具体的形式，如金融市场、生物系统、量子材料、超材料、流体、等离子体、网络和大数据。部门教师追求和开发的分析工具包括拓扑、几何和功能分析；优化理论；复杂性理论；椭圆、双曲和混合型偏微分方程；非对易几何；算子代数；风险理论；和遍历理论。,,$55 ,秋季,6 月 1 日；ROLL,要求,100,7,要求,不接受,拥有经济学、数学、计算机科学、物理、化学、工程和类似定量专业的本科学位或其他经验。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-phd
105,叶史瓦大学,Yeshiva University,"New York, NY",数学  （MA）,Mathematics (MA),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz,MA,在数学硕士课程中，学生将在高等数学方面打下坚实的基础，并培养数学建模、数值应用和数据分析方面的技能，以便在各种职业中取得成功。,,$55 ,春季,10月1日；ROLL,要求,100,7,要求,不接受,必须拥有经认可的学院或大学的学士学位,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-ma
105,叶史瓦大学,Yeshiva University,"New York, NY",数学科学（博士）,Mathematical Sciences (PhD),科学与卫生学院,The Katz School of Science and Health,https://www.yu.edu/katz,Ph.D,数学科学博士强调复杂系统的许多方面，后者采用抽象或具体的形式，如金融市场、生物系统、量子材料、超材料、流体、等离子体、网络和大数据。部门教师追求和开发的分析工具包括拓扑、几何和功能分析；优化理论；复杂性理论；椭圆、双曲和混合型偏微分方程；非对易几何；算子代数；风险理论；和遍历理论。,,$55 ,春季,10月1日；ROLL,要求,100,7,要求,不接受,拥有经济学、数学、计算机科学、物理、化学、工程和类似定量专业的本科学位或其他经验。,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://www.yu.edu/katz/admissions/grad-admissions,https://www.yu.edu/katz/math-phd
115,亚利桑那大学,University of Arizona,"Tucson, AZ",数学（MA）,Mathematics,理学院,The Department of Mathematics,https://www.math.arizona.edu/,MA,纯数学，应用数学或计算机数学，数学教育或概率统计,,95,秋季,1月1日,3,80,7，小分不低于6,要求，必须提供数学主题测试成绩,不接受,请人必须完成至少相当于数学的本科专业,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/MATHMA,https://www.math.arizona.edu/academics/grads
115,亚利桑那大学,University of Arizona,"Tucson, AZ",数学（MS）,Mathematics,理学院,The Department of Mathematics,https://www.math.arizona.edu,MS,纯数学，应用数学或计算机数学，数学教育或概率统计,,95,秋季,1月1日,3,80,7，小分不低于6,要求，必须提供数学主题测试成绩,不接受,请人必须完成至少相当于数学的本科专业,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/MATHMS,https://www.math.arizona.edu/academics/grads
115,亚利桑那大学,University of Arizona,"Tucson, AZ",数学（PHD）,Mathematics,理学院,The Department of Mathematics,https://www.math.arizona.edu,PHD,纯数学，应用数学或计算机数学，数学教育或概率统计,,95,秋季,1月1日,3,80,7，小分不低于6,要求，必须提供数学主题测试成绩,不接受,请人必须完成至少相当于数学的本科专业,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/MATHPHD,https://www.math.arizona.edu/academics/grads
115,亚利桑那大学,University of Arizona,"Tucson, AZ",应用数学（MS）,Applied Mathematics (MS),研究生院跨学科课程,The Graduate College,https://grad.arizona.edu,MS,动力系统，复杂性理论，生物信息学，数值分析，机器学习，统计力学或数据科学,,95,秋季,1月6日,3,80,7，小分不低于6,要求,不接受,,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/APPLMS,https://gidp.arizona.edu/appliedmath
115,亚利桑那大学,University of Arizona,"Tucson, AZ",应用数学（PHD）,Applied Mathematics (PHD),研究生院跨学科课程,Department of Mathematics,https://www.math.arizona.edu,PHD,动力系统，复杂性理论，生物信息学，数值分析，机器学习，统计力学或数据科学,,95,秋季,1月6日,3,80,7，小分不低于6,要求,不接受,,transcripts ；degree certificates；Letters of Recommendation；Statement of Purpose；CV or Resume ,https://grad.arizona.edu/catalog/programinfo/APPLPHD,https://gidp.arizona.edu/appliedmath
115,犹他大学,University of Utah,"Salt Lake City, UT",数学,"Mathematics, M.A.",理学院,College of Science,https://science.utah.edu,MA,需要额外的语言能力,,$65.00,秋季,1月1日；4月1日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学,"Mathematics, M.S.",理学院,College of Science,https://science.utah.edu,MS,,,$65.00,秋季,1月1日；4月1日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学,"Mathematics, Ph.D.",理学院,College of Science,https://science.utah.edu,Ph.D.,,,$65.00,秋季,1月1日；4月1日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学-统计,"Mathematics, M.Stat.",理学院,College of Science,https://science.utah.edu,M.Stat.,,,$65.00,秋季,1月1日；4月1日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学,"Mathematics, M.A.",理学院,College of Science,https://science.utah.edu,MA,需要额外的语言能力,,$65.00,春季,11月1日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学,"Mathematics, M.S.",理学院,College of Science,https://science.utah.edu,MS,,,$65.00,春季,11月1日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学,"Mathematics, Ph.D.",理学院,College of Science,https://science.utah.edu,Ph.D.,,,$65.00,春季,11月1日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学-统计,"Mathematics, M.Stat.",理学院,College of Science,https://science.utah.edu,M.Stat.,,,$65.00,春季,11月1日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学,"Mathematics, M.A.",理学院,College of Science,https://science.utah.edu,MA,,,$65.00,夏季,3月15日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学,"Mathematics, M.S.",理学院,College of Science,https://science.utah.edu,MS,,,$65.00,夏季,3月15日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学,"Mathematics, Ph.D.",理学院,College of Science,https://science.utah.edu,Ph.D.,,,$65.00,夏季,3月15日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,犹他大学,University of Utah,"Salt Lake City, UT",数学-统计,"Mathematics, M.Stat.",理学院,Department of Mathematics,http://www.math.utah.edu,M.Stat.,,,$65.00,夏季,3月15日,3,80,6.5,可选，如果您对纯数学领域感兴趣，您可以提交考试成绩，尤其是数学科目考试成绩,不要求,学生拥有数学学士学位（或同等学历）,Transcripts；Letters of Reference； personal statement ；Résumé or CV,http://www.math.utah.edu/graduate/GraduateInstructions.php,http://www.math.utah.edu/graduate/index.php
115,霍华德大学,Howard University,"Washington, DC",数学,Mathematics,文理学院,The Graduate School,https://gs.howard.edu,PHD,纯数学和应用数学,,$45 ,秋季,5月1日,3,90,6.5，小分不低于6.0,不需要,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gs.howard.edu/mathematics-phd,https://mathematics.howard.edu/academics/graduate-program
115,霍华德大学,Howard University,"Washington, DC",数学,Mathematics,文理学院,The Graduate School,https://gs.howard.edu,PHD,纯数学和应用数学,,$45 ,春季,10月15日,3,90,6.5，小分不低于6.0,不需要,不接受,,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://gs.howard.edu/mathematics-phd,https://mathematics.howard.edu/academics/graduate-program
115,杨百翰大学,"Brigham Young University, Provo","Provo, UT",数学（MS）,Mathematics (MS),科学学院,Department of Mathematics,https://math.byu.edu,MS,MS 学生学习数学课程，为在商业、工业、政府或教育领域的职业生涯做准备。其他学生使用数学硕士学位来准备攻读数学或密切相关学科或技术能力受到赞赏的学科的博士学位。,,$50 ,秋季,1月15日,3,85，口语22 ，其余不低于21,7.0，小分不低于6.0,要求，GRE 数学科目考试,不接受,数学本科学位，或辅修数学以及一年的分析/高级微积分，以及一学期的抽象代数,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125
115,杨百翰大学,"Brigham Young University, Provo","Provo, UT",数学（MS）,Mathematics (MS),科学学院,College of Computational,https://cpms.byu.edu,MS,MS 学生学习数学课程，为在商业、工业、政府或教育领域的职业生涯做准备。其他学生使用数学硕士学位来准备攻读数学或密切相关学科或技术能力受到赞赏的学科的博士学位。,,$50 ,春季,1月15日,3,85，口语22 ，其余不低于21,7.0，小分不低于6.0,要求，GRE 数学科目考试,不接受,数学本科学位，或辅修数学以及一年的分析/高级微积分，以及一学期的抽象代数,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125
115,杨百翰大学,"Brigham Young University, Provo","Provo, UT",数学（MS）,Mathematics (MS),科学学院,,,MS,MS 学生学习数学课程，为在商业、工业、政府或教育领域的职业生涯做准备。其他学生使用数学硕士学位来准备攻读数学或密切相关学科或技术能力受到赞赏的学科的博士学位。,,$50 ,冬季,9月15日,3,85，口语22 ，其余不低于21,7.0，小分不低于6.0,要求，GRE 数学科目考试,不接受,数学本科学位，或辅修数学以及一年的分析/高级微积分，以及一学期的抽象代数,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125
115,杨百翰大学,"Brigham Young University, Provo","Provo, UT",数学（MS）,Mathematics (MS),科学学院,,,MS,MS 学生学习数学课程，为在商业、工业、政府或教育领域的职业生涯做准备。其他学生使用数学硕士学位来准备攻读数学或密切相关学科或技术能力受到赞赏的学科的博士学位。,,$50 ,夏季,1月15日,3,85，口语22 ，其余不低于21,7.0，小分不低于6.0,要求，GRE 数学科目考试,不接受,数学本科学位，或辅修数学以及一年的分析/高级微积分，以及一学期的抽象代数,transcripts；Resumes or Curriculum Vitae ；Statement of Purpose； recommendations；,https://math.byu.edu/?page_id=129,https://math.byu.edu/?page_id=125
